model,H,strategy,tau,phase,use_non_overlapping,regime,n_obs,mean_log_ret,std_log_ret,sharpe_ann,max_drawdown,hit_rate
Lasso,10,model,0.0005,8,TRUE,low,22,0,0,,0,0
Lasso,10,model,0.0005,8,TRUE,mid,41,0,0,,0,0
Lasso,10,model,0.0005,9,TRUE,high,37,0.000237277,0.005477039,0.217475283,-0.022690623,0.054054054
Lasso,10,model,0.0005,9,TRUE,low,22,0,0,,0,0
Lasso,10,model,0.0005,9,TRUE,mid,42,0,0,,0,0
Lasso,10,model,0.001,0,TRUE,high,36,0,0,,0,0
Lasso,10,model,0.001,0,TRUE,low,23,0,0,,0,0
Lasso,10,model,0.001,0,TRUE,mid,43,0,0,,0,0
Lasso,10,model,0.001,1,TRUE,high,39,0,0,,0,0
Lasso,10,model,0.001,1,TRUE,low,22,0,0,,0,0
Lasso,10,model,0.001,1,TRUE,mid,41,0,0,,0,0
Lasso,10,model,0.001,2,TRUE,high,40,0,0,,0,0
Lasso,10,model,0.001,2,TRUE,low,21,0,0,,0,0
Lasso,10,model,0.001,2,TRUE,mid,41,0,0,,0,0
Lasso,10,model,0.001,3,TRUE,high,39,0,0,,0,0
Lasso,10,model,0.001,3,TRUE,low,21,0,0,,0,0
Lasso,10,model,0.001,3,TRUE,mid,42,0,0,,0,0
Lasso,10,model,0.001,4,TRUE,high,39,0,0,,0,0
Lasso,10,model,0.001,4,TRUE,low,22,0,0,,0,0
Lasso,10,model,0.001,4,TRUE,mid,41,0,0,,0,0
Lasso,10,model,0.001,5,TRUE,high,40,0,0,,0,0
Lasso,10,model,0.001,5,TRUE,low,22,0,0,,0,0
Lasso,10,model,0.001,5,TRUE,mid,40,0,0,,0,0
Lasso,10,model,0.001,6,TRUE,high,41,0,0,,0,0
Lasso,10,model,0.001,6,TRUE,low,22,0,0,,0,0
Lasso,10,model,0.001,6,TRUE,mid,39,0,0,,0,0
Lasso,10,model,0.001,7,TRUE,high,39,0,0,,0,0
Lasso,10,model,0.001,7,TRUE,low,22,0,0,,0,0
Lasso,10,model,0.001,7,TRUE,mid,41,0,0,,0,0
Lasso,10,model,0.001,8,TRUE,high,38,0,0,,0,0
Lasso,10,model,0.001,8,TRUE,low,22,0,0,,0,0
Lasso,10,model,0.001,8,TRUE,mid,41,0,0,,0,0
Lasso,10,model,0.001,9,TRUE,high,37,0,0,,0,0
Lasso,10,model,0.001,9,TRUE,low,22,0,0,,0,0
Lasso,10,model,0.001,9,TRUE,mid,42,0,0,,0,0
LightGBM,10,model,0,0,TRUE,high,36,0.007055738,0.016551365,2.139976176,-0.048387381,0.611111111
LightGBM,10,model,0,0,TRUE,low,23,0.004628343,0.009958281,2.333143394,-0.016813073,0.739130435
LightGBM,10,model,0,0,TRUE,mid,43,0.001203836,0.013617954,0.443767584,-0.075458852,0.511627907
LightGBM,10,model,0,1,TRUE,high,39,0.006944771,0.016638495,2.09529017,-0.05502134,0.564102564
LightGBM,10,model,0,1,TRUE,low,22,0.00283055,0.012282609,1.156859228,-0.029118654,0.636363636
LightGBM,10,model,0,1,TRUE,mid,41,0.003109804,0.011802381,1.322706954,-0.045880741,0.585365854
LightGBM,10,model,0,2,TRUE,high,40,0.00444987,0.014856257,1.503620185,-0.059302531,0.65
LightGBM,10,model,0,2,TRUE,low,21,0.001347354,0.011073237,0.610811638,-0.029798435,0.619047619
LightGBM,10,model,0,2,TRUE,mid,41,0.00219016,0.013816169,0.795771714,-0.032807436,0.609756098
LightGBM,10,model,0,3,TRUE,high,39,0.008690271,0.015886921,2.745957802,-0.031785517,0.769230769
LightGBM,10,model,0,3,TRUE,low,21,0.003342269,0.01226037,1.368478884,-0.024435748,0.619047619
LightGBM,10,model,0,3,TRUE,mid,42,0.000203394,0.012612353,0.080954693,-0.046651483,0.5
LightGBM,10,model,0,4,TRUE,high,39,0.008290501,0.015839482,2.627483984,-0.022487507,0.615384615
LightGBM,10,model,0,4,TRUE,low,22,0.004301865,0.012943205,1.668457836,-0.023069404,0.590909091
LightGBM,10,model,0,4,TRUE,mid,41,0.000198844,0.01182591,0.084406985,-0.034799033,0.536585366
LightGBM,10,model,0,5,TRUE,high,40,0.00859757,0.014766639,2.922767983,-0.034881683,0.775
LightGBM,10,model,0,5,TRUE,low,22,0.007131142,0.011049942,3.239659327,-0.013232514,0.636363636
LightGBM,10,model,0,5,TRUE,mid,40,0.001108214,0.011103233,0.501042575,-0.046087239,0.6
LightGBM,10,model,0,6,TRUE,high,41,0.006597129,0.01491212,2.220832668,-0.039172728,0.634146341
LightGBM,10,model,0,6,TRUE,low,22,0.00583384,0.009113182,3.213547605,-0.010998388,0.727272727
LightGBM,10,model,0,6,TRUE,mid,39,2.23E-05,0.010979839,0.010209479,-0.083390984,0.487179487
LightGBM,10,model,0,7,TRUE,high,39,0.006190299,0.014817153,2.097235136,-0.036428611,0.717948718
LightGBM,10,model,0,7,TRUE,low,22,0.004067321,0.00857871,2.380053676,-0.017412282,0.636363636
LightGBM,10,model,0,7,TRUE,mid,41,0.000428825,0.010242129,0.210179371,-0.085202467,0.487804878
LightGBM,10,model,0,8,TRUE,high,38,0.005430516,0.015606841,1.746732484,-0.046201262,0.763157895
LightGBM,10,model,0,8,TRUE,low,22,0.006008626,0.008716175,3.460584954,-0.015652994,0.818181818
LightGBM,10,model,0,8,TRUE,mid,41,-0.000218892,0.011657894,-0.094256265,-0.075027246,0.43902439
LightGBM,10,model,0,9,TRUE,high,37,0.007464899,0.015533875,2.412372652,-0.044885471,0.783783784
LightGBM,10,model,0,9,TRUE,low,22,0.005246033,0.009464038,2.782625653,-0.014635068,0.772727273
LightGBM,10,model,0,9,TRUE,mid,42,-0.000718957,0.012956009,-0.278568272,-0.086903048,0.476190476
LightGBM,10,model,0.0005,0,TRUE,high,36,0.006414898,0.016288331,1.977030731,-0.048387381,0.555555556
LightGBM,10,model,0.0005,0,TRUE,low,23,0.005517167,0.008346611,3.318228264,-0.011425781,0.608695652
LightGBM,10,model,0.0005,0,TRUE,mid,43,0.000595501,0.012370102,0.241662741,-0.063184969,0.418604651
LightGBM,10,model,0.0005,1,TRUE,high,39,0.006760013,0.016695,2.032644207,-0.05502134,0.512820513
LightGBM,10,model,0.0005,1,TRUE,low,22,0.004231891,0.01115198,1.904946362,-0.029118654,0.636363636
LightGBM,10,model,0.0005,1,TRUE,mid,41,0.003629967,0.011373464,1.602176015,-0.032841439,0.585365854
LightGBM,10,model,0.0005,2,TRUE,high,40,0.003856117,0.014067003,1.376096528,-0.04572298,0.55
LightGBM,10,model,0.0005,2,TRUE,low,21,0.003691829,0.009076332,2.041886034,-0.016827396,0.619047619
LightGBM,10,model,0.0005,2,TRUE,mid,41,0.003194989,0.012945973,1.238896184,-0.030694032,0.585365854
LightGBM,10,model,0.0005,3,TRUE,high,39,0.008678916,0.01590252,2.739679713,-0.031785517,0.743589744
LightGBM,10,model,0.0005,3,TRUE,low,21,0.003834482,0.010656528,1.806305544,-0.019831141,0.476190476
LightGBM,10,model,0.0005,3,TRUE,mid,42,0.001091634,0.012083612,0.453503386,-0.038930099,0.5
LightGBM,10,model,0.0005,4,TRUE,high,39,0.008431554,0.015740504,2.68899058,-0.022487507,0.615384615
LightGBM,10,model,0.0005,4,TRUE,low,22,0.002455918,0.011385716,1.082813795,-0.023069404,0.318181818
LightGBM,10,model,0.0005,4,TRUE,mid,41,0.001478233,0.010647583,0.696934742,-0.028185453,0.487804878
LightGBM,10,model,0.0005,5,TRUE,high,40,0.007886917,0.014949348,2.648410322,-0.034881683,0.675
LightGBM,10,model,0.0005,5,TRUE,low,22,0.00710523,0.01046367,3.408743656,-0.013232514,0.5
LightGBM,10,model,0.0005,5,TRUE,mid,40,0.001928932,0.00956051,1.01282914,-0.025981524,0.55
LightGBM,10,model,0.0005,6,TRUE,high,41,0.00616445,0.014806174,2.090026219,-0.039172728,0.585365854
LightGBM,10,model,0.0005,6,TRUE,low,22,0.00462268,0.007999197,2.900999758,-0.006597458,0.454545455
LightGBM,10,model,0.0005,6,TRUE,mid,39,0.00083018,0.009798684,0.425309078,-0.04518882,0.435897436
LightGBM,10,model,0.0005,7,TRUE,high,39,0.006733555,0.01378665,2.451805107,-0.031944935,0.692307692
LightGBM,10,model,0.0005,7,TRUE,low,22,0.004662075,0.007605177,3.077302259,-0.008482012,0.590909091
LightGBM,10,model,0.0005,7,TRUE,mid,41,0.001122888,0.008753194,0.643976756,-0.044470715,0.43902439
LightGBM,10,model,0.0005,8,TRUE,high,38,0.006004401,0.014594351,2.065309577,-0.046201262,0.710526316
LightGBM,10,model,0.0005,8,TRUE,low,22,0.005803074,0.007746629,3.760500599,-0.008694803,0.545454545
LightGBM,10,model,0.0005,8,TRUE,mid,41,0.000642715,0.009405325,0.343040121,-0.029938921,0.390243902
LightGBM,10,model,0.0005,9,TRUE,high,37,0.007428684,0.015553053,2.397709234,-0.044980978,0.756756757
LightGBM,10,model,0.0005,9,TRUE,low,22,0.005668599,0.009049795,3.144396382,-0.014635068,0.727272727
LightGBM,10,model,0.0005,9,TRUE,mid,42,3.57E-05,0.010980218,0.01630931,-0.064356568,0.404761905
LightGBM,10,model,0.001,0,TRUE,high,36,0.005734677,0.016035897,1.795212978,-0.048387381,0.5
LightGBM,10,model,0.001,0,TRUE,low,23,0.003992507,0.008161262,2.45577556,-0.011524634,0.347826087
LightGBM,10,model,0.001,0,TRUE,mid,43,0.001363594,0.01127118,0.607317606,-0.038460315,0.372093023
LightGBM,10,model,0.001,1,TRUE,high,39,0.006031483,0.016139631,1.875990959,-0.05502134,0.435897436
LightGBM,10,model,0.001,1,TRUE,low,22,0.003864517,0.010389,1.867333077,-0.019652157,0.454545455
LightGBM,10,model,0.001,1,TRUE,mid,41,0.002541129,0.010365455,1.230661695,-0.032841439,0.43902439
LightGBM,10,model,0.001,2,TRUE,high,40,0.004163359,0.013491692,1.54909373,-0.04572298,0.45
LightGBM,10,model,0.001,2,TRUE,low,21,0.002783432,0.008180124,1.708130109,-0.016827396,0.428571429
LightGBM,10,model,0.001,2,TRUE,mid,41,0.002673113,0.011504256,1.166430958,-0.029130498,0.463414634
LightGBM,10,model,0.001,3,TRUE,high,39,0.008916912,0.015568938,2.875118612,-0.031785517,0.717948718
LightGBM,10,model,0.001,3,TRUE,low,21,0.003833174,0.008345559,2.305703083,-1.00E-04,0.285714286
LightGBM,10,model,0.001,3,TRUE,mid,42,0.00236692,0.009113623,1.303745623,-0.019942878,0.404761905
LightGBM,10,model,0.001,4,TRUE,high,39,0.008769629,0.015406013,2.857533045,-0.022487507,0.58974359
LightGBM,10,model,0.001,4,TRUE,low,22,0.003542912,0.009535389,1.865186506,-0.014790498,0.272727273
LightGBM,10,model,0.001,4,TRUE,mid,41,0.002263507,0.009747816,1.165667543,-0.024432105,0.487804878
LightGBM,10,model,0.001,5,TRUE,high,40,0.007714481,0.014768964,2.622146564,-0.034881683,0.65
LightGBM,10,model,0.001,5,TRUE,low,22,0.004310643,0.008697816,2.487895627,-0.003842588,0.272727273
LightGBM,10,model,0.001,5,TRUE,mid,40,0.002687549,0.00897709,1.502869065,-0.025981524,0.525
LightGBM,10,model,0.001,6,TRUE,high,41,0.007049149,0.014075398,2.514063587,-0.039172728,0.56097561
LightGBM,10,model,0.001,6,TRUE,low,22,0.003525581,0.00732752,2.415316011,-0.003719631,0.272727273
LightGBM,10,model,0.001,6,TRUE,mid,39,0.002297176,0.007970749,1.446756444,-0.018979658,0.358974359
LightGBM,10,model,0.001,7,TRUE,high,39,0.006767065,0.013318664,2.550585772,-0.031944935,0.615384615
LightGBM,10,model,0.001,7,TRUE,low,22,0.003262272,0.007007034,2.337148091,-0.008482012,0.318181818
LightGBM,10,model,0.001,7,TRUE,mid,41,0.002812882,0.007059655,2.000176333,-0.010349881,0.43902439
LightGBM,10,model,0.001,8,TRUE,high,38,0.005048092,0.0142928,1.773006097,-0.046296637,0.631578947
LightGBM,10,model,0.001,8,TRUE,low,22,0.003366216,0.007569034,2.232553041,-0.008793928,0.272727273
LightGBM,10,model,0.001,8,TRUE,mid,41,0.001589748,0.008420558,0.947736857,-0.022998307,0.390243902
LightGBM,10,model,0.001,9,TRUE,high,37,0.007637728,0.012877931,2.977270893,-0.040462807,0.648648649
LightGBM,10,model,0.001,9,TRUE,low,22,0.004853007,0.008234101,2.958659609,-0.012708965,0.5
LightGBM,10,model,0.001,9,TRUE,mid,42,0.00030591,0.010236461,0.150018241,-0.047663616,0.333333333
RandomForest,10,model,0,0,TRUE,high,36,0.007628573,0.016304309,2.348773845,-0.048387381,0.694444444
RandomForest,10,model,0,0,TRUE,low,23,0.005512585,0.009466396,2.923283149,-0.011425781,0.695652174
RandomForest,10,model,0,0,TRUE,mid,43,-3.55E-05,0.013666377,-0.013029175,-0.067954443,0.511627907
RandomForest,10,model,0,1,TRUE,high,39,0.008882429,0.015661294,2.847110861,-0.022997099,0.564102564
RandomForest,10,model,0,1,TRUE,low,22,0.004597329,0.011715306,1.969936486,-0.019652157,0.772727273
RandomForest,10,model,0,1,TRUE,mid,41,0.002352931,0.011980926,0.985868591,-0.035132765,0.56097561
RandomForest,10,model,0,2,TRUE,high,40,0.007205997,0.013683338,2.643639971,-0.025565024,0.675
RandomForest,10,model,0,2,TRUE,low,21,0.004383109,0.010207032,2.155674074,-0.016827396,0.761904762
RandomForest,10,model,0,2,TRUE,mid,41,0.003647749,0.013487663,1.357652148,-0.030694032,0.658536585
RandomForest,10,model,0,3,TRUE,high,39,0.007964378,0.016282029,2.455520774,-0.031785517,0.769230769
RandomForest,10,model,0,3,TRUE,low,21,0.004851198,0.011689962,2.08322503,-0.023372922,0.666666667
RandomForest,10,model,0,3,TRUE,mid,42,0.003073271,0.012228318,1.261637062,-0.027816809,0.595238095
RandomForest,10,model,0,4,TRUE,high,39,0.008201141,0.01589355,2.590321274,-0.022487507,0.641025641
RandomForest,10,model,0,4,TRUE,low,22,0.004555055,0.012845969,1.78002875,-0.023069404,0.636363636
RandomForest,10,model,0,4,TRUE,mid,41,0.003624667,0.011232077,1.619975191,-0.031986281,0.634146341
RandomForest,10,model,0,5,TRUE,high,40,0.007378663,0.015432551,2.400160199,-0.034881683,0.675
RandomForest,10,model,0,5,TRUE,low,22,0.005597995,0.01199456,2.342871383,-0.019011044,0.590909091
RandomForest,10,model,0,5,TRUE,mid,40,0.003915764,0.01040873,1.888508913,-0.031464404,0.65
RandomForest,10,model,0,6,TRUE,high,41,0.006204047,0.015093878,2.063357724,-0.039172728,0.585365854
RandomForest,10,model,0,6,TRUE,low,22,0.004618593,0.00985849,2.351795609,-0.031509712,0.681818182
RandomForest,10,model,0,6,TRUE,mid,39,0.00445686,0.00997797,2.242265753,-0.018783435,0.641025641
RandomForest,10,model,0,7,TRUE,high,39,0.006890922,0.014493993,2.386654535,-0.031944935,0.692307692
RandomForest,10,model,0,7,TRUE,low,22,0.004684595,0.00821986,2.860934652,-0.009730967,0.727272727
RandomForest,10,model,0,7,TRUE,mid,41,0.003546179,0.009582497,1.857728689,-0.022951772,0.585365854
RandomForest,10,model,0,8,TRUE,high,38,0.007628243,0.014616386,2.619900395,-0.036934852,0.736842105
RandomForest,10,model,0,8,TRUE,low,22,0.005861551,0.008855156,3.322894837,-0.009429514,0.772727273
RandomForest,10,model,0,8,TRUE,mid,41,0.001956036,0.011482064,0.855179207,-0.031929729,0.512195122
RandomForest,10,model,0,9,TRUE,high,37,0.006848809,0.015824865,2.172577576,-0.061953932,0.702702703
RandomForest,10,model,0,9,TRUE,low,22,0.003523094,0.010292654,1.718292599,-0.026710616,0.681818182
RandomForest,10,model,0,9,TRUE,mid,42,0.000598396,0.012941784,0.232110594,-0.039713632,0.5
RandomForest,10,model,0.0005,0,TRUE,high,36,0.008871557,0.013702099,3.250221858,-0.014719496,0.694444444
RandomForest,10,model,0.0005,0,TRUE,low,23,0.004455406,0.008518208,2.625665143,-0.011425781,0.565217391
RandomForest,10,model,0.0005,0,TRUE,mid,43,0.000639262,0.012851316,0.24970754,-0.04696538,0.441860465
RandomForest,10,model,0.0005,1,TRUE,high,39,0.00819902,0.015448265,2.664296277,-0.022997099,0.538461538
RandomForest,10,model,0.0005,1,TRUE,low,22,0.004634713,0.011046482,2.106197407,-0.019652157,0.681818182
RandomForest,10,model,0.0005,1,TRUE,mid,41,0.002814372,0.010951616,1.290041166,-0.029481018,0.487804878
RandomForest,10,model,0.0005,2,TRUE,high,40,0.007217355,0.013288631,2.726453419,-0.025565024,0.65
RandomForest,10,model,0.0005,2,TRUE,low,21,0.003459018,0.009766642,1.777901882,-0.016827396,0.571428571
RandomForest,10,model,0.0005,2,TRUE,mid,41,0.003275889,0.012410542,1.325069724,-0.030694032,0.536585366
RandomForest,10,model,0.0005,3,TRUE,high,39,0.007412164,0.01634535,2.276413146,-0.031785517,0.717948718
RandomForest,10,model,0.0005,3,TRUE,low,21,0.004579925,0.010146623,2.265881183,-0.019831141,0.523809524
RandomForest,10,model,0.0005,3,TRUE,mid,42,0.002548338,0.011692847,1.094049543,-0.027816809,0.5
RandomForest,10,model,0.0005,4,TRUE,high,39,0.007339528,0.016016425,2.300397222,-0.022487507,0.564102564
RandomForest,10,model,0.0005,4,TRUE,low,22,0.003515357,0.012487898,1.413124064,-0.023069404,0.5
RandomForest,10,model,0.0005,4,TRUE,mid,41,0.002889838,0.009443953,1.536101536,-0.031986281,0.512195122
RandomForest,10,model,0.0005,5,TRUE,high,40,0.007089542,0.015426213,2.307061297,-0.034881683,0.65
RandomForest,10,model,0.0005,5,TRUE,low,22,0.004009387,0.010799317,1.863725658,-0.015875449,0.409090909
RandomForest,10,model,0.0005,5,TRUE,mid,40,0.003595804,0.008943171,2.018388287,-0.022194544,0.55
RandomForest,10,model,0.0005,6,TRUE,high,41,0.006063382,0.015054408,2.021862078,-0.039172728,0.56097561
RandomForest,10,model,0.0005,6,TRUE,low,22,0.004652243,0.007687015,3.03812029,-0.009960614,0.545454545
RandomForest,10,model,0.0005,6,TRUE,mid,39,0.003300368,0.008828066,1.876709756,-0.014905699,0.487179487
RandomForest,10,model,0.0005,7,TRUE,high,39,0.006958429,0.014255485,2.450357378,-0.031944935,0.666666667
RandomForest,10,model,0.0005,7,TRUE,low,22,0.003650201,0.007533219,2.432407895,-0.008482012,0.454545455
RandomForest,10,model,0.0005,7,TRUE,mid,41,0.002791878,0.008315109,1.685499769,-0.018669491,0.487804878
RandomForest,10,model,0.0005,8,TRUE,high,38,0.007630874,0.01461566,2.620934369,-0.036934852,0.736842105
RandomForest,10,model,0.0005,8,TRUE,low,22,0.004859572,0.007907269,3.085117775,-0.008694803,0.590909091
RandomForest,10,model,0.0005,8,TRUE,mid,41,0.001450373,0.01039191,0.700623446,-0.029938921,0.43902439
RandomForest,10,model,0.0005,9,TRUE,high,37,0.00746124,0.015008187,2.49564624,-0.061953932,0.675675676
RandomForest,10,model,0.0005,9,TRUE,low,22,0.003929557,0.008837444,2.232118228,-0.012708965,0.545454545
RandomForest,10,model,0.0005,9,TRUE,mid,42,0.000973282,0.011207192,0.435955665,-0.039006486,0.452380952
RandomForest,10,model,0.001,0,TRUE,high,36,0.008195307,0.013546416,3.036974272,-0.014719496,0.638888889
RandomForest,10,model,0.001,0,TRUE,low,23,0.003229479,0.005936403,2.730922083,-0.003966215,0.347826087
RandomForest,10,model,0.001,0,TRUE,mid,43,0.000993951,0.011414668,0.437121078,-0.038460315,0.372093023
RandomForest,10,model,0.001,1,TRUE,high,39,0.008558868,0.015066865,2.851633526,-0.015730545,0.538461538
RandomForest,10,model,0.001,1,TRUE,low,22,0.002157239,0.010153513,1.066552665,-0.019750187,0.272727273
RandomForest,10,model,0.001,1,TRUE,mid,41,0.001674794,0.009882891,0.850702292,-0.032586495,0.414634146
RandomForest,10,model,0.001,2,TRUE,high,40,0.007217355,0.013286416,2.726907997,-0.025565024,0.65
RandomForest,10,model,0.001,2,TRUE,low,21,0.002170877,0.008415539,1.294951391,-0.016827396,0.380952381
RandomForest,10,model,0.001,2,TRUE,mid,41,0.002811517,0.010623097,1.32858643,-0.021989106,0.463414634
RandomForest,10,model,0.001,3,TRUE,high,39,0.007852997,0.015883522,2.481926162,-0.031785517,0.692307692
RandomForest,10,model,0.001,3,TRUE,low,21,0.002949623,0.009745375,1.519386518,-0.019831141,0.285714286
RandomForest,10,model,0.001,3,TRUE,mid,42,0.002460079,0.009408945,1.312527186,-0.019942878,0.404761905
RandomForest,10,model,0.001,4,TRUE,high,39,0.007399857,0.015977693,2.324928247,-0.020408163,0.564102564
RandomForest,10,model,0.001,4,TRUE,low,22,0.003178291,0.008824604,1.808001318,-0.007439939,0.181818182
RandomForest,10,model,0.001,4,TRUE,mid,41,0.002996168,0.00931055,1.61544107,-0.024529657,0.487804878
RandomForest,10,model,0.001,5,TRUE,high,40,0.006821664,0.015493333,2.210272051,-0.034881683,0.6
RandomForest,10,model,0.001,5,TRUE,low,22,0.005431317,0.009138325,2.983587801,-0.002308128,0.363636364
RandomForest,10,model,0.001,5,TRUE,mid,40,0.003600652,0.008429794,2.144195863,-0.019533217,0.475
RandomForest,10,model,0.001,6,TRUE,high,41,0.00656288,0.014719419,2.238226453,-0.039172728,0.56097561
RandomForest,10,model,0.001,6,TRUE,low,22,0.004611894,0.007188384,3.220685621,-0.003719631,0.5
RandomForest,10,model,0.001,6,TRUE,mid,39,0.002331368,0.008239428,1.42041119,-0.019123473,0.358974359
RandomForest,10,model,0.001,7,TRUE,high,39,0.007127422,0.014129962,2.532163506,-0.031944935,0.666666667
RandomForest,10,model,0.001,7,TRUE,low,22,0.002870767,0.007128763,2.021547541,-0.008581159,0.318181818
RandomForest,10,model,0.001,7,TRUE,mid,41,0.002309963,0.007802649,1.486151768,-0.018669491,0.365853659
RandomForest,10,model,0.001,8,TRUE,high,38,0.007123302,0.013852999,2.581296352,-0.036934852,0.657894737
RandomForest,10,model,0.001,8,TRUE,low,22,0.0032433,0.007753227,2.099929948,-0.008793928,0.363636364
RandomForest,10,model,0.001,8,TRUE,mid,41,0.001549965,0.008899143,0.874327477,-0.025669014,0.341463415
RandomForest,10,model,0.001,9,TRUE,high,37,0.006644994,0.014545229,2.293370763,-0.061953932,0.594594595
RandomForest,10,model,0.001,9,TRUE,low,22,0.004000101,0.007208191,2.785767734,-0.00019998,0.363636364
RandomForest,10,model,0.001,9,TRUE,mid,42,0.001048085,0.00945804,0.556282635,-0.039006486,0.380952381
Ridge,10,model,0,0,TRUE,high,36,0.004467524,0.017473207,1.283496003,-0.048018565,0.583333333
Ridge,10,model,0,0,TRUE,low,23,0.000984784,0.011001465,0.449356255,-0.051374644,0.608695652
Ridge,10,model,0,0,TRUE,mid,43,-0.001542115,0.013598759,-0.569269361,-0.09012665,0.441860465
Ridge,10,model,0,1,TRUE,high,39,0.005941645,0.017042575,1.750135943,-0.0511014,0.564102564
Ridge,10,model,0,1,TRUE,low,22,0.001252214,0.01258847,0.499350766,-0.049940725,0.5
Ridge,10,model,0,1,TRUE,mid,41,-0.001940907,0.012099928,-0.805234168,-0.102238164,0.43902439
Ridge,10,model,0,2,TRUE,high,40,0.005053917,0.014661927,1.730363384,-0.062223402,0.65
Ridge,10,model,0,2,TRUE,low,21,0.000734293,0.011146631,0.330693819,-0.049004673,0.428571429
Ridge,10,model,0,2,TRUE,mid,41,-0.002803894,0.013730633,-1.025111895,-0.115195645,0.365853659
Ridge,10,model,0,3,TRUE,high,39,0.006847994,0.016803366,2.045819615,-0.03787005,0.794871795
Ridge,10,model,0,3,TRUE,low,21,0.001389973,0.01264613,0.551758343,-0.054283026,0.523809524
Ridge,10,model,0,3,TRUE,mid,42,-0.00104288,0.012587856,-0.41589425,-0.07036178,0.452380952
Ridge,10,model,0,4,TRUE,high,39,0.002210372,0.017825471,0.62247878,-0.085014677,0.564102564
Ridge,10,model,0,4,TRUE,low,22,0.001318851,0.013631653,0.485677021,-0.058440082,0.545454545
Ridge,10,model,0,4,TRUE,mid,41,-0.003280633,0.011404501,-1.444048118,-0.139977959,0.390243902
Ridge,10,model,0,5,TRUE,high,40,0.003055931,0.016885029,0.908535633,-0.077212971,0.6
Ridge,10,model,0,5,TRUE,low,22,0.00074628,0.013304784,0.281575252,-0.068416985,0.545454545
Ridge,10,model,0,5,TRUE,mid,40,-0.000836867,0.011159802,-0.376443983,-0.109826202,0.45
Ridge,10,model,0,6,TRUE,high,41,0.003582168,0.015954898,1.127073486,-0.074752432,0.634146341
Ridge,10,model,0,6,TRUE,low,22,0.001217924,0.010897449,0.561042387,-0.058119891,0.545454545
Ridge,10,model,0,6,TRUE,mid,39,-0.002455942,0.010707005,-1.151464103,-0.117823535,0.358974359
Ridge,10,model,0,7,TRUE,high,39,0.003353646,0.015743395,1.069348031,-0.072537946,0.666666667
Ridge,10,model,0,7,TRUE,low,22,0.000981498,0.009516631,0.517733832,-0.045546494,0.636363636
Ridge,10,model,0,7,TRUE,mid,41,-0.002379185,0.00998314,-1.196358462,-0.109617146,0.365853659
Ridge,10,model,0,8,TRUE,high,38,0.00185866,0.016450611,0.567176578,-0.106905265,0.657894737
Ridge,10,model,0,8,TRUE,low,22,0.001242875,0.010673931,0.584525583,-0.047806079,0.636363636
Ridge,10,model,0,8,TRUE,mid,41,-0.001381149,0.011597989,-0.597803002,-0.087586869,0.487804878
Ridge,10,model,0,9,TRUE,high,37,0.002478817,0.017111696,0.727196224,-0.102124875,0.621621622
Ridge,10,model,0,9,TRUE,low,22,0.0014084,0.010841808,0.65211562,-0.048325833,0.681818182
Ridge,10,model,0,9,TRUE,mid,42,-0.001294064,0.012918506,-0.502856143,-0.081718886,0.380952381
Ridge,10,model,0.0005,0,TRUE,high,36,0.00405819,0.017400387,1.170775806,-0.048018565,0.555555556
Ridge,10,model,0.0005,0,TRUE,low,23,0.001432973,0.010739065,0.669841089,-0.051374644,0.608695652
Ridge,10,model,0.0005,0,TRUE,mid,43,-0.001060765,0.012762689,-0.417231864,-0.079475595,0.372093023
Ridge,10,model,0.0005,1,TRUE,high,39,0.0065148,0.016427279,1.990837099,-0.0511014,0.564102564
Ridge,10,model,0.0005,1,TRUE,low,22,0.000891325,0.01223319,0.365760372,-0.049940725,0.454545455
Ridge,10,model,0.0005,1,TRUE,mid,41,-0.002920582,0.011060298,-1.325570356,-0.125771615,0.365853659
Ridge,10,model,0.0005,2,TRUE,high,40,0.004753144,0.014633151,1.630584638,-0.062223402,0.625
Ridge,10,model,0.0005,2,TRUE,low,21,0.000123107,0.010808793,0.057174758,-0.049004673,0.380952381
Ridge,10,model,0.0005,2,TRUE,mid,41,-0.002522871,0.013543004,-0.935147983,-0.104942036,0.341463415
Ridge,10,model,0.0005,3,TRUE,high,39,0.006720911,0.016843673,2.003049357,-0.03787005,0.743589744
Ridge,10,model,0.0005,3,TRUE,low,21,0.001389973,0.01264613,0.551758343,-0.054283026,0.523809524
Ridge,10,model,0.0005,3,TRUE,mid,42,-0.000860385,0.012257571,-0.352361686,-0.056589045,0.404761905
Ridge,10,model,0.0005,4,TRUE,high,39,0.00225215,0.017818258,0.634500957,-0.083614278,0.564102564
Ridge,10,model,0.0005,4,TRUE,low,22,0.001103228,0.013619903,0.406622728,-0.058440082,0.5
Ridge,10,model,0.0005,4,TRUE,mid,41,-0.002749785,0.010890734,-1.26748201,-0.121054577,0.365853659
Ridge,10,model,0.0005,5,TRUE,high,40,0.004041426,0.015418156,1.315838005,-0.077212971,0.6
Ridge,10,model,0.0005,5,TRUE,low,22,0.000553154,0.013282454,0.209058554,-0.068416985,0.5
Ridge,10,model,0.0005,5,TRUE,mid,40,-0.000954853,0.010725008,-0.446929573,-0.109826202,0.375
Ridge,10,model,0.0005,6,TRUE,high,41,0.004061417,0.015673493,1.300804549,-0.074752432,0.634146341
