model,H,strategy,tau,phase,use_non_overlapping,regime,n_obs,mean_log_ret,std_log_ret,sharpe_ann,max_drawdown,hit_rate
RandomForest,20,model,0,15,TRUE,high,18,0.017628684,0.019751726,3.168109053,-0.01849255,0.777777778
RandomForest,20,model,0,15,TRUE,low,11,0.007647728,0.013841428,1.961267468,-0.016119755,0.818181818
RandomForest,20,model,0,15,TRUE,mid,22,0.008452267,0.014701396,2.040797412,-0.020481928,0.772727273
RandomForest,20,model,0,16,TRUE,high,19,0.01669412,0.022242699,2.664166328,-0.027692577,0.736842105
RandomForest,20,model,0,16,TRUE,low,11,0.011850081,0.009481835,4.436231478,0,1
RandomForest,20,model,0,16,TRUE,mid,21,0.0087683,0.013656399,2.27910568,-0.019578313,0.80952381
RandomForest,20,model,0,17,TRUE,high,19,0.01524771,0.021421676,2.526599698,-0.025754885,0.736842105
RandomForest,20,model,0,17,TRUE,low,11,0.010488327,0.009451809,3.93891458,-0.003238343,0.818181818
RandomForest,20,model,0,17,TRUE,mid,21,0.008440746,0.013238808,2.263170153,-0.020841683,0.761904762
RandomForest,20,model,0,18,TRUE,high,20,0.016922038,0.021559395,2.786129954,-0.021407946,0.75
RandomForest,20,model,0,18,TRUE,low,11,0.012335338,0.008924168,4.906463963,-0.000783929,0.909090909
RandomForest,20,model,0,18,TRUE,mid,19,0.007477069,0.013165373,2.015967375,-0.024231501,0.578947368
RandomForest,20,model,0,19,TRUE,high,19,0.012871018,0.017265287,2.646210245,-0.020510499,0.736842105
RandomForest,20,model,0,19,TRUE,low,12,0.009049834,0.012207185,2.63154215,-0.014404876,0.666666667
RandomForest,20,model,0,19,TRUE,mid,19,0.010570603,0.017114496,2.192405683,-0.024246657,0.684210526
RandomForest,20,model,0.0005,0,TRUE,high,20,0.011530164,0.017832638,2.295118672,-0.021323389,0.7
RandomForest,20,model,0.0005,0,TRUE,low,12,0.005962236,0.015448809,1.369933326,-0.02449588,0.583333333
RandomForest,20,model,0.0005,0,TRUE,mid,19,0.006493729,0.015173558,1.519119706,-0.024151697,0.631578947
RandomForest,20,model,0.0005,1,TRUE,high,21,0.01080504,0.017013715,2.254304108,-0.019789675,0.666666667
RandomForest,20,model,0.0005,1,TRUE,low,12,0.005589629,0.016026194,1.238049006,-0.026824034,0.583333333
RandomForest,20,model,0.0005,1,TRUE,mid,18,0.008723087,0.018090661,1.711595129,-0.030945964,0.611111111
RandomForest,20,model,0.0005,2,TRUE,high,22,0.012154045,0.01734353,2.487531605,-0.025565024,0.772727273
RandomForest,20,model,0.0005,2,TRUE,low,12,0.004169138,0.015355581,0.963752094,-0.02849086,0.583333333
RandomForest,20,model,0.0005,2,TRUE,mid,17,0.009537968,0.017457736,1.939336659,-0.014535149,0.705882353
RandomForest,20,model,0.0005,3,TRUE,high,22,0.01549957,0.02243024,2.452849942,-0.031785517,0.727272727
RandomForest,20,model,0.0005,3,TRUE,low,12,0.006970934,0.012032829,2.056404396,-0.017543612,0.583333333
RandomForest,20,model,0.0005,3,TRUE,mid,17,0.006815934,0.013190106,1.834266326,-0.019844868,0.647058824
RandomForest,20,model,0.0005,4,TRUE,high,22,0.014283144,0.020352857,2.491057282,-0.022487507,0.681818182
RandomForest,20,model,0.0005,4,TRUE,low,11,0.009194697,0.014237889,2.292329816,-0.018129388,0.636363636
RandomForest,20,model,0.0005,4,TRUE,mid,18,0.006226673,0.0127139,1.738451345,-0.024432105,0.611111111
RandomForest,20,model,0.0005,5,TRUE,high,22,0.015362772,0.018425246,2.959658198,-0.026692593,0.818181818
RandomForest,20,model,0.0005,5,TRUE,low,11,0.009212794,0.013806989,2.368523241,-0.023500696,0.636363636
RandomForest,20,model,0.0005,5,TRUE,mid,18,0.008047053,0.012421979,2.29948911,-0.019435166,0.666666667
RandomForest,20,model,0.0005,6,TRUE,high,22,0.01457307,0.017778362,2.909675653,-0.031619855,0.772727273
RandomForest,20,model,0.0005,6,TRUE,low,11,0.009062891,0.013153352,2.4457699,-0.019352605,0.636363636
RandomForest,20,model,0.0005,6,TRUE,mid,18,0.009909682,0.013871882,2.53576849,-0.014905699,0.666666667
RandomForest,20,model,0.0005,7,TRUE,high,20,0.014165377,0.019306057,2.604472795,-0.024444052,0.75
RandomForest,20,model,0.0005,7,TRUE,low,11,0.007948143,0.012681271,2.224785445,-0.020642457,0.545454545
RandomForest,20,model,0.0005,7,TRUE,mid,20,0.00969909,0.012420991,2.771788147,-0.010464289,0.65
RandomForest,20,model,0.0005,8,TRUE,high,18,0.013994663,0.020473164,2.426402101,-0.036934852,0.833333333
RandomForest,20,model,0.0005,8,TRUE,low,11,0.0090658,0.012723591,2.529191379,-0.024665899,0.727272727
RandomForest,20,model,0.0005,8,TRUE,mid,22,0.007744078,0.014572656,1.886323825,-0.027211567,0.681818182
RandomForest,20,model,0.0005,9,TRUE,high,18,0.018336229,0.019517073,3.334882948,-0.012529138,0.777777778
RandomForest,20,model,0.0005,9,TRUE,low,10,0.01175833,0.01091766,3.822974,-0.011334827,0.8
RandomForest,20,model,0.0005,9,TRUE,mid,23,0.008472202,0.01664699,1.806532915,-0.027423405,0.695652174
RandomForest,20,model,0.0005,10,TRUE,high,16,0.011759555,0.015578169,2.679536893,-0.022816188,0.6875
RandomForest,20,model,0.0005,10,TRUE,low,11,0.012282813,0.010082672,4.32421657,-0.011334656,0.909090909
RandomForest,20,model,0.0005,10,TRUE,mid,24,0.009946143,0.021380517,1.651283929,-0.034420832,0.666666667
RandomForest,20,model,0.0005,11,TRUE,high,18,0.014369026,0.018614726,2.740034063,-0.017882353,0.777777778
RandomForest,20,model,0.0005,11,TRUE,low,10,0.011534004,0.008286287,4.94089237,-0.004296875,0.8
RandomForest,20,model,0.0005,11,TRUE,mid,23,0.006728203,0.019556691,1.221206145,-0.051091457,0.608695652
RandomForest,20,model,0.0005,12,TRUE,high,18,0.016629111,0.018221635,3.239417656,-0.021100226,0.833333333
RandomForest,20,model,0.0005,12,TRUE,low,9,0.010542526,0.009232856,4.053161481,-0.007836687,0.777777778
RandomForest,20,model,0.0005,12,TRUE,mid,24,0.00923191,0.014740958,2.223059588,-0.032142144,0.75
RandomForest,20,model,0.0005,13,TRUE,high,17,0.015034177,0.022139529,2.410441258,-0.019897669,0.764705882
RandomForest,20,model,0.0005,13,TRUE,low,9,0.009971673,0.009795357,3.613541431,-0.00860319,0.777777778
RandomForest,20,model,0.0005,13,TRUE,mid,25,0.008878748,0.013505705,2.333564183,-0.026562812,0.68
RandomForest,20,model,0.0005,14,TRUE,high,17,0.014398275,0.022335833,2.288197983,-0.025406982,0.705882353
RandomForest,20,model,0.0005,14,TRUE,low,11,0.006568835,0.007490333,3.112952459,-0.013231601,0.818181818
RandomForest,20,model,0.0005,14,TRUE,mid,23,0.009484956,0.013416807,2.509408897,-0.021473008,0.782608696
RandomForest,20,model,0.0005,15,TRUE,high,18,0.014569356,0.020118661,2.570552968,-0.01849255,0.666666667
RandomForest,20,model,0.0005,15,TRUE,low,11,0.007619603,0.009854663,2.744579861,-1.00E-04,0.636363636
RandomForest,20,model,0.0005,15,TRUE,mid,22,0.008452267,0.014703568,2.040495955,-0.020481928,0.772727273
RandomForest,20,model,0.0005,16,TRUE,high,19,0.017132503,0.021792225,2.790644586,-0.027692577,0.736842105
RandomForest,20,model,0.0005,16,TRUE,low,11,0.006236639,0.008367014,2.645850914,-1.00E-04,0.727272727
RandomForest,20,model,0.0005,16,TRUE,mid,21,0.008773062,0.013656562,2.280316265,-0.019578313,0.80952381
RandomForest,20,model,0.0005,17,TRUE,high,19,0.016437342,0.020096125,2.903384303,-0.025754885,0.736842105
RandomForest,20,model,0.0005,17,TRUE,low,11,0.008892663,0.009450539,3.340108367,-0.002190445,0.727272727
RandomForest,20,model,0.0005,17,TRUE,mid,21,0.008440746,0.013238808,2.263170153,-0.020841683,0.761904762
RandomForest,20,model,0.0005,18,TRUE,high,20,0.016143632,0.021897703,2.616905012,-0.021407946,0.7
RandomForest,20,model,0.0005,18,TRUE,low,11,0.010476899,0.009730111,3.822084101,-0.000783929,0.727272727
RandomForest,20,model,0.0005,18,TRUE,mid,19,0.007477069,0.013165373,2.015967375,-0.024231501,0.578947368
RandomForest,20,model,0.0005,19,TRUE,high,19,0.012865755,0.017262829,2.645504801,-0.020510499,0.736842105
RandomForest,20,model,0.0005,19,TRUE,low,12,0.008062584,0.012441839,2.300249533,-0.014503431,0.583333333
RandomForest,20,model,0.0005,19,TRUE,mid,19,0.009483213,0.017100856,1.968443381,-0.024246657,0.631578947
RandomForest,20,model,0.001,0,TRUE,high,20,0.011530164,0.017832638,2.295118672,-0.021323389,0.7
RandomForest,20,model,0.001,0,TRUE,low,12,0.005962236,0.015448809,1.369933326,-0.02449588,0.583333333
RandomForest,20,model,0.001,0,TRUE,mid,19,0.006493729,0.015173558,1.519119706,-0.024151697,0.631578947
RandomForest,20,model,0.001,1,TRUE,high,21,0.01080504,0.017013715,2.254304108,-0.019789675,0.666666667
RandomForest,20,model,0.001,1,TRUE,low,12,0.005572962,0.016009787,1.235622496,-0.026824034,0.583333333
RandomForest,20,model,0.001,1,TRUE,mid,18,0.006934179,0.016405201,1.500371288,-0.022059561,0.5
RandomForest,20,model,0.001,2,TRUE,high,22,0.011272174,0.01721695,2.324003297,-0.025565024,0.681818182
RandomForest,20,model,0.001,2,TRUE,low,12,0.004160805,0.01535191,0.962055738,-0.02849086,0.583333333
RandomForest,20,model,0.001,2,TRUE,mid,17,0.008549504,0.017498259,1.734328392,-0.014535149,0.647058824
RandomForest,20,model,0.001,3,TRUE,high,22,0.014564661,0.02263662,2.283884189,-0.031785517,0.681818182
RandomForest,20,model,0.001,3,TRUE,low,12,0.006970934,0.012032829,2.056404396,-0.017543612,0.583333333
RandomForest,20,model,0.001,3,TRUE,mid,17,0.006470613,0.012222023,1.879263267,-0.019844868,0.588235294
RandomForest,20,model,0.001,4,TRUE,high,22,0.013621741,0.020578916,2.349608021,-0.022487507,0.636363636
RandomForest,20,model,0.001,4,TRUE,low,11,0.006285993,0.012263279,1.819502214,-0.018129388,0.545454545
RandomForest,20,model,0.001,4,TRUE,mid,18,0.006722341,0.012228748,1.951298838,-0.024432105,0.611111111
RandomForest,20,model,0.001,5,TRUE,high,22,0.015362772,0.018425246,2.959658198,-0.026692593,0.818181818
RandomForest,20,model,0.001,5,TRUE,low,11,0.010476283,0.012025751,3.092290456,-0.010306914,0.636363636
RandomForest,20,model,0.001,5,TRUE,mid,18,0.006253237,0.012259039,1.810646705,-0.019435166,0.555555556
RandomForest,20,model,0.001,6,TRUE,high,22,0.01457307,0.017778362,2.909675653,-0.031619855,0.772727273
RandomForest,20,model,0.001,6,TRUE,low,11,0.009062891,0.013153352,2.4457699,-0.019352605,0.636363636
RandomForest,20,model,0.001,6,TRUE,mid,18,0.009909682,0.013871882,2.53576849,-0.014905699,0.666666667
RandomForest,20,model,0.001,7,TRUE,high,20,0.014165377,0.019306057,2.604472795,-0.024444052,0.75
RandomForest,20,model,0.001,7,TRUE,low,11,0.008961286,0.011372192,2.797122103,-0.009666887,0.545454545
RandomForest,20,model,0.001,7,TRUE,mid,20,0.00970409,0.012429204,2.771384505,-0.010464289,0.65
RandomForest,20,model,0.001,8,TRUE,high,18,0.013994663,0.020473164,2.426402101,-0.036934852,0.833333333
RandomForest,20,model,0.001,8,TRUE,low,11,0.009201331,0.010641137,3.069360487,-0.009156227,0.636363636
RandomForest,20,model,0.001,8,TRUE,mid,22,0.007080807,0.01457786,1.724146939,-0.027211567,0.636363636
RandomForest,20,model,0.001,9,TRUE,high,18,0.014783106,0.016316939,3.215972074,-0.012529138,0.722222222
RandomForest,20,model,0.001,9,TRUE,low,10,0.0104739,0.011526934,3.225372602,-0.011334827,0.7
RandomForest,20,model,0.001,9,TRUE,mid,23,0.008472202,0.01664699,1.806532915,-0.027423405,0.695652174
RandomForest,20,model,0.001,10,TRUE,high,16,0.011759555,0.015578169,2.679536893,-0.022816188,0.6875
RandomForest,20,model,0.001,10,TRUE,low,11,0.010923828,0.010686728,3.628401704,-0.011433517,0.818181818
RandomForest,20,model,0.001,10,TRUE,mid,24,0.008971311,0.019448287,1.637418975,-0.034420832,0.583333333
RandomForest,20,model,0.001,11,TRUE,high,18,0.015365925,0.01720377,3.170445871,-0.016528127,0.777777778
RandomForest,20,model,0.001,11,TRUE,low,10,0.011534004,0.008286287,4.94089237,-0.004296875,0.8
RandomForest,20,model,0.001,11,TRUE,mid,23,0.009012675,0.016753274,1.909586323,-0.029752396,0.608695652
RandomForest,20,model,0.001,12,TRUE,high,18,0.017808334,0.016194983,3.903265251,-0.000877278,0.833333333
RandomForest,20,model,0.001,12,TRUE,low,9,0.010553637,0.009236338,4.055903383,-0.007836687,0.777777778
RandomForest,20,model,0.001,12,TRUE,mid,24,0.008350641,0.014681262,2.019024955,-0.032142144,0.666666667
RandomForest,20,model,0.001,13,TRUE,high,17,0.014458039,0.022412924,2.28979257,-0.019995674,0.705882353
RandomForest,20,model,0.001,13,TRUE,low,9,0.007343851,0.008837206,2.949810572,-0.00860319,0.666666667
RandomForest,20,model,0.001,13,TRUE,mid,25,0.008143932,0.01326985,2.178479075,-0.026562812,0.64
RandomForest,20,model,0.001,14,TRUE,high,17,0.015906235,0.020222309,2.792041774,-0.014663322,0.705882353
RandomForest,20,model,0.001,14,TRUE,low,11,0.007172786,0.00501083,5.081166899,-1.00E-04,0.727272727
RandomForest,20,model,0.001,14,TRUE,mid,23,0.009464302,0.013421689,2.503033681,-0.021473008,0.739130435
RandomForest,20,model,0.001,15,TRUE,high,18,0.014569356,0.020118661,2.570552968,-0.01849255,0.666666667
RandomForest,20,model,0.001,15,TRUE,low,11,0.007610512,0.009858481,2.740243498,-1.00E-04,0.636363636
RandomForest,20,model,0.001,15,TRUE,mid,22,0.008138496,0.014811462,1.950435006,-0.020481928,0.727272727
RandomForest,20,model,0.001,16,TRUE,high,19,0.017132503,0.021792225,2.790644586,-0.027692577,0.736842105
RandomForest,20,model,0.001,16,TRUE,low,11,0.00609777,0.008466107,2.556657714,-1.00E-04,0.636363636
RandomForest,20,model,0.001,16,TRUE,mid,21,0.008331878,0.013788892,2.144859156,-0.019578313,0.761904762
RandomForest,20,model,0.001,17,TRUE,high,19,0.016432079,0.020097578,2.902244916,-0.025754885,0.736842105
RandomForest,20,model,0.001,17,TRUE,low,11,0.007005391,0.008926161,2.785819257,-0.00229022,0.636363636
RandomForest,20,model,0.001,17,TRUE,mid,21,0.007882016,0.013344506,2.096621615,-0.020841683,0.714285714
RandomForest,20,model,0.001,18,TRUE,high,20,0.016143632,0.021897703,2.616905012,-0.021407946,0.7
RandomForest,20,model,0.001,18,TRUE,low,11,0.008904792,0.009941221,3.179576756,-0.000783929,0.636363636
RandomForest,20,model,0.001,18,TRUE,mid,19,0.007477069,0.013165373,2.015967375,-0.024231501,0.578947368
RandomForest,20,model,0.001,19,TRUE,high,19,0.012669497,0.017401799,2.58434499,-0.020510499,0.684210526
RandomForest,20,model,0.001,19,TRUE,low,12,0.00865084,0.011807204,2.600737315,-0.007802594,0.583333333
RandomForest,20,model,0.001,19,TRUE,mid,19,0.008476697,0.017064663,1.763251339,-0.024246657,0.578947368
Ridge,20,model,0,0,TRUE,high,20,0.008333348,0.019722059,1.499866301,-0.067740492,0.7
Ridge,20,model,0,0,TRUE,low,12,0.00145472,0.016874011,0.306017565,-0.05156435,0.5
Ridge,20,model,0,0,TRUE,mid,19,-0.006790281,0.017719759,-1.360238895,-0.119481719,0.263157895
Ridge,20,model,0,1,TRUE,high,21,0.014809693,0.013787678,3.81276643,-0.015730545,0.857142857
Ridge,20,model,0,1,TRUE,low,12,0.000444171,0.017337709,0.09093761,-0.058607682,0.5
Ridge,20,model,0,1,TRUE,mid,18,-0.011438313,0.016511784,-2.458970079,-0.18426904,0.277777778
Ridge,20,model,0,2,TRUE,high,22,0.008692155,0.019424538,1.588408006,-0.048495734,0.772727273
Ridge,20,model,0,2,TRUE,low,12,0.000566494,0.016738285,0.120135086,-0.047170307,0.5
Ridge,20,model,0,2,TRUE,mid,17,-0.008875897,0.018209443,-1.730218203,-0.144161812,0.352941176
Ridge,20,model,0,3,TRUE,high,22,0.011888365,0.024932325,1.692562183,-0.04834679,0.772727273
Ridge,20,model,0,3,TRUE,low,12,-0.000528395,0.017567993,-0.10676332,-0.057456472,0.5
Ridge,20,model,0,3,TRUE,mid,17,-0.005596581,0.014031856,-1.41577074,-0.1027235,0.352941176
Ridge,20,model,0,4,TRUE,high,22,0.013361826,0.021575194,2.198347727,-0.023793911,0.681818182
Ridge,20,model,0,4,TRUE,low,11,-0.001538192,0.01749284,-0.312129914,-0.06485064,0.454545455
Ridge,20,model,0,4,TRUE,mid,18,-0.00732598,0.01318805,-1.971834179,-0.135256726,0.333333333
Ridge,20,model,0,5,TRUE,high,22,0.010355106,0.021768655,1.688527821,-0.069383065,0.772727273
Ridge,20,model,0,5,TRUE,low,11,0.000127064,0.017020935,0.02649867,-0.056112838,0.545454545
Ridge,20,model,0,5,TRUE,mid,18,-0.002730152,0.015972009,-0.60675382,-0.080629571,0.444444444
Ridge,20,model,0,6,TRUE,high,22,0.010719218,0.020466463,1.85911214,-0.067479244,0.681818182
Ridge,20,model,0,6,TRUE,low,11,0.002988766,0.016460532,0.644515523,-0.049308237,0.636363636
Ridge,20,model,0,6,TRUE,mid,18,-0.007967971,0.016764798,-1.687076174,-0.137237903,0.333333333
Ridge,20,model,0,7,TRUE,high,20,0.004462812,0.023750229,0.667000409,-0.072537946,0.55
Ridge,20,model,0,7,TRUE,low,11,0.00323348,0.015750126,0.728738082,-0.047903458,0.636363636
Ridge,20,model,0,7,TRUE,mid,20,-0.005089795,0.016350104,-1.105007085,-0.106219517,0.35
Ridge,20,model,0,8,TRUE,high,18,0.008253897,0.023549944,1.24409752,-0.06755073,0.666666667
Ridge,20,model,0,8,TRUE,low,11,0.003024707,0.015716493,0.683144971,-0.044720062,0.636363636
Ridge,20,model,0,8,TRUE,mid,22,-0.004694009,0.017186959,-0.969460614,-0.102674599,0.363636364
Ridge,20,model,0,9,TRUE,high,18,0.004492954,0.026776941,0.595602156,-0.081031328,0.5
Ridge,20,model,0,9,TRUE,low,10,0.003170917,0.016957396,0.663759799,-0.046022327,0.6
Ridge,20,model,0,9,TRUE,mid,23,-0.00198578,0.019882836,-0.354517798,-0.065019926,0.391304348
Ridge,20,model,0,10,TRUE,high,16,0.006465379,0.022491233,1.020389623,-0.061674402,0.5625
Ridge,20,model,0,10,TRUE,low,11,0.000257243,0.016445624,0.055523726,-0.058054354,0.454545455
Ridge,20,model,0,10,TRUE,mid,24,-0.000140393,0.023779094,-0.020957309,-0.068307522,0.5
Ridge,20,model,0,11,TRUE,high,18,0.007225429,0.022604297,1.134639591,-0.072683492,0.666666667
Ridge,20,model,0,11,TRUE,low,10,0.005567607,0.014688838,1.34544648,-0.021254087,0.7
Ridge,20,model,0,11,TRUE,mid,23,-0.003289186,0.020591261,-0.567010054,-0.108802655,0.434782609
Ridge,20,model,0,12,TRUE,high,18,0.006336858,0.024162502,0.93093073,-0.081518853,0.722222222
Ridge,20,model,0,12,TRUE,low,9,0.000172496,0.015211731,0.040251744,-0.036699968,0.555555556
Ridge,20,model,0,12,TRUE,mid,24,0.001959239,0.018889286,0.368177331,-0.05649844,0.5
Ridge,20,model,0,13,TRUE,high,17,0.00421168,0.02670182,0.559886266,-0.074197507,0.647058824
Ridge,20,model,0,13,TRUE,low,9,0.0012321,0.015113351,0.289381211,-0.029663224,0.555555556
Ridge,20,model,0,13,TRUE,mid,25,0.002778415,0.017504718,0.563413501,-0.051486054,0.56
Ridge,20,model,0,14,TRUE,high,17,0.0067691,0.025911626,0.92730271,-0.075006626,0.647058824
Ridge,20,model,0,14,TRUE,low,11,0.002903081,0.011417833,0.902528074,-0.02543238,0.636363636
Ridge,20,model,0,14,TRUE,mid,23,0.000651861,0.018126262,0.127653203,-0.055456329,0.47826087
Ridge,20,model,0,15,TRUE,high,18,0.006173373,0.026092649,0.839826604,-0.082208589,0.611111111
Ridge,20,model,0,15,TRUE,low,11,-0.000231574,0.016014644,-0.051328353,-0.047148093,0.545454545
Ridge,20,model,0,15,TRUE,mid,22,-0.000812756,0.017075463,-0.168955776,-0.069202277,0.5
Ridge,20,model,0,16,TRUE,high,19,0.007227088,0.027115293,0.946094111,-0.088949259,0.631578947
Ridge,20,model,0,16,TRUE,low,11,-0.000476222,0.015670201,-0.107874743,-0.042812528,0.545454545
Ridge,20,model,0,16,TRUE,mid,21,-0.001873794,0.016278148,-0.408603517,-0.058603972,0.380952381
Ridge,20,model,0,17,TRUE,high,19,0.00696797,0.025577612,0.967011289,-0.074955595,0.631578947
Ridge,20,model,0,17,TRUE,low,11,0.000713547,0.014576527,0.173761699,-0.034968119,0.636363636
Ridge,20,model,0,17,TRUE,mid,21,-0.002174071,0.015711177,-0.49119076,-0.060645806,0.380952381
Ridge,20,model,0,18,TRUE,high,20,0.006939682,0.026786085,0.919635166,-0.069665924,0.7
Ridge,20,model,0,18,TRUE,low,11,0.000153193,0.015822501,0.034367668,-0.042172698,0.545454545
Ridge,20,model,0,18,TRUE,mid,19,-0.001874791,0.015172006,-0.438626676,-0.059076027,0.315789474
Ridge,20,model,0,19,TRUE,high,19,0.009276994,0.01956899,1.682767612,-0.06965751,0.736842105
Ridge,20,model,0,19,TRUE,low,12,0.001349264,0.015452176,0.309950749,-0.044948671,0.416666667
Ridge,20,model,0,19,TRUE,mid,19,-0.00474082,0.019741776,-0.852417868,-0.087022479,0.368421053
Ridge,20,model,0.0005,0,TRUE,high,20,0.008333348,0.019722059,1.499866301,-0.067740492,0.7
Ridge,20,model,0.0005,0,TRUE,low,12,0.00145472,0.016874011,0.306017565,-0.05156435,0.5
Ridge,20,model,0.0005,0,TRUE,mid,19,-0.006790281,0.017719759,-1.360238895,-0.119481719,0.263157895
Ridge,20,model,0.0005,1,TRUE,high,21,0.014182089,0.014165161,3.553889954,-0.015730545,0.80952381
Ridge,20,model,0.0005,1,TRUE,low,12,0.000267413,0.017327749,0.054780407,-0.058607682,0.416666667
Ridge,20,model,0.0005,1,TRUE,mid,18,-0.011332371,0.01657383,-2.427074886,-0.184187463,0.277777778
Ridge,20,model,0.0005,2,TRUE,high,22,0.008412867,0.019508412,1.530760872,-0.048495734,0.727272727
Ridge,20,model,0.0005,2,TRUE,low,12,0.000558161,0.016723354,0.118473533,-0.047170307,0.5
Ridge,20,model,0.0005,2,TRUE,mid,17,-0.010530674,0.015759268,-2.37194914,-0.16790208,0.294117647
Ridge,20,model,0.0005,3,TRUE,high,22,0.011888365,0.024932325,1.692562183,-0.04834679,0.772727273
Ridge,20,model,0.0005,3,TRUE,low,12,-0.000528395,0.017567993,-0.10676332,-0.057456472,0.5
Ridge,20,model,0.0005,3,TRUE,mid,17,-0.005596581,0.014031856,-1.41577074,-0.1027235,0.352941176
Ridge,20,model,0.0005,4,TRUE,high,22,0.012718211,0.021756493,2.075020648,-0.023891527,0.636363636
Ridge,20,model,0.0005,4,TRUE,low,11,-0.001538192,0.01749284,-0.312129914,-0.06485064,0.454545455
Ridge,20,model,0.0005,4,TRUE,mid,18,-0.007320424,0.013186157,-1.970621713,-0.135170248,0.333333333
Ridge,20,model,0.0005,5,TRUE,high,22,0.010359651,0.021770243,1.689145777,-0.069383065,0.772727273
Ridge,20,model,0.0005,5,TRUE,low,11,0.000127064,0.017020935,0.02649867,-0.056112838,0.545454545
Ridge,20,model,0.0005,5,TRUE,mid,18,-0.004485668,0.013539866,-1.175974974,-0.080721504,0.388888889
Ridge,20,model,0.0005,6,TRUE,high,22,0.010268176,0.020593344,1.769912174,-0.067479244,0.636363636
Ridge,20,model,0.0005,6,TRUE,low,11,0.001952779,0.016246271,0.426662678,-0.049308237,0.545454545
Ridge,20,model,0.0005,6,TRUE,mid,18,-0.007967971,0.016764798,-1.687076174,-0.137237903,0.333333333
Ridge,20,model,0.0005,7,TRUE,high,20,0.005243934,0.023439752,0.794126168,-0.072537946,0.55
Ridge,20,model,0.0005,7,TRUE,low,11,0.00323348,0.015750126,0.728738082,-0.047903458,0.636363636
Ridge,20,model,0.0005,7,TRUE,mid,20,-0.004323473,0.016198634,-0.947413518,-0.106219517,0.35
Ridge,20,model,0.0005,8,TRUE,high,18,0.008886257,0.023138029,1.363257088,-0.06755073,0.666666667
Ridge,20,model,0.0005,8,TRUE,low,11,0.001667439,0.015579308,0.379915465,-0.044720062,0.454545455
Ridge,20,model,0.0005,8,TRUE,mid,22,-0.004689464,0.017193401,-0.968158955,-0.102584862,0.363636364
Ridge,20,model,0.0005,9,TRUE,high,18,0.006693449,0.024451383,0.971699174,-0.075015444,0.555555556
Ridge,20,model,0.0005,9,TRUE,low,10,0.003170917,0.016957396,0.663759799,-0.046022327,0.6
Ridge,20,model,0.0005,9,TRUE,mid,23,-0.003355648,0.018515985,-0.643301977,-0.094019082,0.347826087
Ridge,20,model,0.0005,10,TRUE,high,16,0.006465379,0.022491233,1.020389623,-0.061674402,0.5625
Ridge,20,model,0.0005,10,TRUE,low,11,0.001753727,0.015439119,0.403203842,-0.042228825,0.454545455
Ridge,20,model,0.0005,10,TRUE,mid,24,-0.000265451,0.023770292,-0.039640197,-0.068400686,0.458333333
Ridge,20,model,0.0005,11,TRUE,high,18,0.007225429,0.022604297,1.134639591,-0.072683492,0.666666667
Ridge,20,model,0.0005,11,TRUE,low,10,0.005557607,0.014677456,1.344071401,-0.021254087,0.7
Ridge,20,model,0.0005,11,TRUE,mid,23,-0.003530162,0.020516727,-0.610761705,-0.113728405,0.391304348
Ridge,20,model,0.0005,12,TRUE,high,18,0.006336858,0.024162502,0.93093073,-0.081518853,0.722222222
Ridge,20,model,0.0005,12,TRUE,low,9,0.000172496,0.015211731,0.040251744,-0.036699968,0.555555556
Ridge,20,model,0.0005,12,TRUE,mid,24,0.000342142,0.017181153,0.070687041,-0.05649844,0.458333333
Ridge,20,model,0.0005,13,TRUE,high,17,0.00421168,0.02670182,0.559886266,-0.074197507,0.647058824
Ridge,20,model,0.0005,13,TRUE,low,9,0.0012321,0.015113351,0.289381211,-0.029663224,0.555555556
Ridge,20,model,0.0005,13,TRUE,mid,25,0.002778415,0.017504718,0.563413501,-0.051486054,0.56
Ridge,20,model,0.0005,14,TRUE,high,17,0.0067691,0.025911626,0.92730271,-0.075006626,0.647058824
Ridge,20,model,0.0005,14,TRUE,low,11,0.002238231,0.011355945,0.699627479,-0.02543238,0.545454545
Ridge,20,model,0.0005,14,TRUE,mid,23,-0.000641184,0.016979337,-0.134043979,-0.063286534,0.434782609
Ridge,20,model,0.0005,15,TRUE,high,18,0.006173373,0.026092649,0.839826604,-0.082208589,0.611111111
Ridge,20,model,0.0005,15,TRUE,low,11,-0.000231574,0.016014644,-0.051328353,-0.047148093,0.545454545
Ridge,20,model,0.0005,15,TRUE,mid,22,-0.000812756,0.017075463,-0.168955776,-0.069202277,0.5
Ridge,20,model,0.0005,16,TRUE,high,19,0.006433362,0.027096433,0.842773998,-0.088949259,0.578947368
Ridge,20,model,0.0005,16,TRUE,low,11,-0.000476222,0.015670201,-0.107874743,-0.042812528,0.545454545
Ridge,20,model,0.0005,16,TRUE,mid,21,-0.001869032,0.016287822,-0.407323072,-0.058603972,0.380952381
Ridge,20,model,0.0005,17,TRUE,high,19,0.00696797,0.025577612,0.967011289,-0.074955595,0.631578947
Ridge,20,model,0.0005,17,TRUE,low,11,0.000713547,0.014576527,0.173761699,-0.034968119,0.636363636
Ridge,20,model,0.0005,17,TRUE,mid,21,-0.001965273,0.015709596,-0.444061552,-0.060645806,0.380952381
Ridge,20,model,0.0005,18,TRUE,high,20,0.006939682,0.026786085,0.919635166,-0.069665924,0.7
