model,H,method,feature,importance_mean
LightGBM,5,permutation,WTI,-4.593005677142967e-08
LightGBM,5,permutation,ret_lag_1,1.6860804756954505e-08
LightGBM,5,permutation,ret_lag_10,-7.763151767486781e-08
LightGBM,5,permutation,ret_lag_2,-2.598174081634506e-06
LightGBM,5,permutation,ret_lag_20,-4.961433198327106e-06
LightGBM,5,permutation,ret_lag_5,-2.6183951646314308e-08
LightGBM,5,treeshap_lgbm,BBW_20,0.0002623621750057891
LightGBM,5,treeshap_lgbm,BBW_5,5.0549668209263224e-05
LightGBM,5,treeshap_lgbm,BBW_60,0.00018120139940569474
LightGBM,5,treeshap_lgbm,CN_10Y,0.0001599540402403153
LightGBM,5,treeshap_lgbm,CN_CPI,0.00018845533329839314
LightGBM,5,treeshap_lgbm,CN_Mkt_Index,5.200215369407785e-06
LightGBM,5,treeshap_lgbm,EPU_D,1.2334052313269498e-06
LightGBM,5,treeshap_lgbm,Euro_CPI,8.363341775911439e-05
LightGBM,5,treeshap_lgbm,GDP,2.5842607706632172e-05
LightGBM,5,treeshap_lgbm,GER_10Y,9.000352290082012e-05
LightGBM,5,treeshap_lgbm,GER_3M,8.083860156815819e-05
LightGBM,5,treeshap_lgbm,GER_Mkt_Index,1.2493904982988295e-06
LightGBM,5,treeshap_lgbm,GER_TermSpread,2.4807355336306523e-05
LightGBM,5,treeshap_lgbm,GOLD,6.754993597673982e-06
LightGBM,5,treeshap_lgbm,HK_Mkt_Index,6.252234300756747e-06
LightGBM,5,treeshap_lgbm,JP_10Y,1.68545594171078e-05
LightGBM,5,treeshap_lgbm,JP_CPI,0.0015206151859747511
LightGBM,5,treeshap_lgbm,JP_Mkt_Index,2.586792924290831e-06
LightGBM,5,treeshap_lgbm,MA_gap_20,0.00013918993456161634
LightGBM,5,treeshap_lgbm,MA_gap_5,1.8029346950374653e-05
LightGBM,5,treeshap_lgbm,MA_gap_60,0.0001895801387863659
LightGBM,5,treeshap_lgbm,Output_Gap,7.965003445295901e-05
LightGBM,5,treeshap_lgbm,UK_10Y,0.0002801108812093036
LightGBM,5,treeshap_lgbm,UK_3M,8.043629593076572e-05
LightGBM,5,treeshap_lgbm,UK_Mkt_Index,9.984062540145327e-06
LightGBM,5,treeshap_lgbm,UK_TermSpread,0.00010116518696025518
LightGBM,5,treeshap_lgbm,USD_CNY,3.215081648775575e-06
LightGBM,5,treeshap_lgbm,USD_EUR,4.4093195368014645e-07
LightGBM,5,treeshap_lgbm,USD_Futures,2.4748173993056198e-06
LightGBM,5,treeshap_lgbm,USD_GBP,9.499557236453483e-06
LightGBM,5,treeshap_lgbm,USD_JPY,3.6406195828835104e-06
LightGBM,5,treeshap_lgbm,US_10Y,0.0004930141187538415
LightGBM,5,treeshap_lgbm,US_3M,0.00039200354540221816
LightGBM,5,treeshap_lgbm,US_CPI,0.0005392236555334764
LightGBM,5,treeshap_lgbm,US_Mkt_Index,1.2300646736234046e-06
LightGBM,5,treeshap_lgbm,US_TermSpread,0.00032331067053515766
LightGBM,5,treeshap_lgbm,VIX,6.09714306037152e-05
LightGBM,5,treeshap_lgbm,WTI,2.715382486431123e-06
LightGBM,5,treeshap_lgbm,ret_lag_1,8.279285593034704e-07
LightGBM,5,treeshap_lgbm,ret_lag_10,9.239090105728069e-07
LightGBM,5,treeshap_lgbm,ret_lag_2,1.2419537921000138e-05
LightGBM,5,treeshap_lgbm,ret_lag_20,2.3939015711518057e-05
LightGBM,5,treeshap_lgbm,ret_lag_5,1.8591749444610128e-06
LightGBM,10,permutation,BBW_20,1.4358410467009503e-05
LightGBM,10,permutation,BBW_5,1.450252928010852e-06
LightGBM,10,permutation,BBW_60,-3.127258996022175e-05
LightGBM,10,permutation,CN_10Y,3.5851272097050254e-05
LightGBM,10,permutation,CN_CPI,4.7300606445663e-05
LightGBM,10,permutation,CN_Mkt_Index,-9.376883653928688e-20
LightGBM,10,permutation,EPU_D,8.049662590790256e-08
LightGBM,10,permutation,Euro_CPI,4.769701890586943e-07
LightGBM,10,permutation,GDP,-5.683991210302465e-05
LightGBM,10,permutation,GER_10Y,-1.1879922391057134e-05
LightGBM,10,permutation,GER_3M,-6.2567284711865245e-06
LightGBM,10,permutation,GER_Mkt_Index,2.640437485205794e-07
LightGBM,10,permutation,GER_TermSpread,2.0484444054194266e-05
LightGBM,10,permutation,GOLD,2.4701078457420085e-11
LightGBM,10,permutation,HK_Mkt_Index,-9.376883653928688e-20
LightGBM,10,permutation,JP_10Y,2.7723970962588723e-06
LightGBM,10,permutation,JP_CPI,-6.113491608668928e-05
LightGBM,10,permutation,JP_Mkt_Index,-7.913096563094016e-09
LightGBM,10,permutation,MA_gap_20,-1.7675097111012814e-05
LightGBM,10,permutation,MA_gap_5,2.8047196822220574e-06
LightGBM,10,permutation,MA_gap_60,-2.0730659854259218e-05
LightGBM,10,permutation,Output_Gap,-1.5735315189721048e-05
LightGBM,10,permutation,UK_10Y,2.9736824703059117e-05
LightGBM,10,permutation,UK_3M,-6.507300561766263e-07
LightGBM,10,permutation,UK_Mkt_Index,-1.927003357526729e-07
LightGBM,10,permutation,UK_TermSpread,-2.294882502230265e-06
LightGBM,10,permutation,USD_CNY,-5.356323810241288e-08
LightGBM,10,permutation,USD_EUR,2.614005961865643e-08
LightGBM,10,permutation,USD_Futures,3.488241718100555e-08
LightGBM,10,permutation,USD_GBP,2.4128325011444696e-08
LightGBM,10,permutation,USD_JPY,-1.2587404591619306e-08
LightGBM,10,permutation,US_10Y,-0.00016756387290039394
LightGBM,10,permutation,US_3M,-4.522781236706802e-06
LightGBM,10,permutation,US_CPI,2.4115417464454985e-05
LightGBM,10,permutation,US_Mkt_Index,-1.3247704548973232e-08
LightGBM,10,permutation,US_TermSpread,-8.701929037591308e-06
LightGBM,10,permutation,VIX,-3.245509851144161e-05
LightGBM,10,permutation,WTI,-1.0517588579434867e-08
LightGBM,10,permutation,ret_lag_1,-9.376883653928688e-20
LightGBM,10,permutation,ret_lag_10,-9.376883653928688e-20
LightGBM,10,permutation,ret_lag_2,7.704926303076742e-07
LightGBM,10,permutation,ret_lag_20,-9.376883653928688e-20
LightGBM,10,permutation,ret_lag_5,5.3882528785598106e-08
LightGBM,10,treeshap_lgbm,BBW_20,0.0002911552590460978
LightGBM,10,treeshap_lgbm,BBW_5,2.150919622382612e-05
LightGBM,10,treeshap_lgbm,BBW_60,0.00022812874983882576
LightGBM,10,treeshap_lgbm,CN_10Y,0.0004760566476728508
LightGBM,10,treeshap_lgbm,CN_CPI,0.00037990024373520576
LightGBM,10,treeshap_lgbm,CN_Mkt_Index,0.0
LightGBM,10,treeshap_lgbm,EPU_D,1.6951949319096198e-07
LightGBM,10,treeshap_lgbm,Euro_CPI,0.00015377834251239025
LightGBM,10,treeshap_lgbm,GDP,0.00018919455223089058
LightGBM,10,treeshap_lgbm,GER_10Y,0.0001207303766337554
LightGBM,10,treeshap_lgbm,GER_3M,6.782344176189908e-05
LightGBM,10,treeshap_lgbm,GER_Mkt_Index,3.7339595558662605e-07
LightGBM,10,treeshap_lgbm,GER_TermSpread,0.00010130884676989685
LightGBM,10,treeshap_lgbm,GOLD,2.2389026565556307e-08
LightGBM,10,treeshap_lgbm,HK_Mkt_Index,5.105071450428895e-08
LightGBM,10,treeshap_lgbm,JP_10Y,9.389682926585115e-05
LightGBM,10,treeshap_lgbm,JP_CPI,0.0028845187677281107
LightGBM,10,treeshap_lgbm,JP_Mkt_Index,3.1554195960484584e-07
LightGBM,10,treeshap_lgbm,MA_gap_20,0.00016372300382222195
LightGBM,10,treeshap_lgbm,MA_gap_5,3.469168831734563e-05
LightGBM,10,treeshap_lgbm,MA_gap_60,0.0005065271587363158
LightGBM,10,treeshap_lgbm,Output_Gap,0.00029451002401178507
LightGBM,10,treeshap_lgbm,UK_10Y,0.0006419691964716585
LightGBM,10,treeshap_lgbm,UK_3M,0.00013175937659529231
LightGBM,10,treeshap_lgbm,UK_Mkt_Index,5.167233920826194e-07
LightGBM,10,treeshap_lgbm,UK_TermSpread,0.00024949292674279153
LightGBM,10,treeshap_lgbm,USD_CNY,6.736938737980069e-08
LightGBM,10,treeshap_lgbm,USD_EUR,5.713758494524405e-06
LightGBM,10,treeshap_lgbm,USD_Futures,2.670585737771692e-07
LightGBM,10,treeshap_lgbm,USD_GBP,2.766355264396588e-07
LightGBM,10,treeshap_lgbm,USD_JPY,4.824719972912261e-07
LightGBM,10,treeshap_lgbm,US_10Y,0.0003596220566067109
LightGBM,10,treeshap_lgbm,US_3M,0.0010572123043124703
LightGBM,10,treeshap_lgbm,US_CPI,0.001074150452180265
LightGBM,10,treeshap_lgbm,US_Mkt_Index,6.790275962489528e-08
LightGBM,10,treeshap_lgbm,US_TermSpread,0.0006319631981540063
LightGBM,10,treeshap_lgbm,VIX,0.00015493480976945761
LightGBM,10,treeshap_lgbm,WTI,2.954871372786647e-07
LightGBM,10,treeshap_lgbm,ret_lag_1,2.540232597692767e-08
LightGBM,10,treeshap_lgbm,ret_lag_10,3.8722066954865266e-08
LightGBM,10,treeshap_lgbm,ret_lag_2,4.3796622564151834e-06
LightGBM,10,treeshap_lgbm,ret_lag_20,0.0
LightGBM,10,treeshap_lgbm,ret_lag_5,3.4350569605979753e-06
LightGBM,20,permutation,BBW_20,1.7209728155343277e-05
LightGBM,20,permutation,BBW_5,-8.223356038575879e-06
LightGBM,20,permutation,BBW_60,-0.00028869363294044514
LightGBM,20,permutation,CN_10Y,5.4307978929881195e-05
LightGBM,20,permutation,CN_CPI,6.798910976147084e-05
LightGBM,20,permutation,CN_Mkt_Index,1.7693141467099603e-07
LightGBM,20,permutation,EPU_D,0.0
LightGBM,20,permutation,Euro_CPI,3.672662008404996e-05
LightGBM,20,permutation,GDP,-0.00010806009533592366
LightGBM,20,permutation,GER_10Y,-5.4937452746195615e-05
LightGBM,20,permutation,GER_3M,1.1845890493400307e-05
LightGBM,20,permutation,GER_Mkt_Index,0.0
LightGBM,20,permutation,GER_TermSpread,-1.8419875609073797e-05
LightGBM,20,permutation,GOLD,0.0
LightGBM,20,permutation,HK_Mkt_Index,0.0
LightGBM,20,permutation,JP_10Y,2.664722542934228e-05
LightGBM,20,permutation,JP_CPI,-0.0002262139574893132
LightGBM,20,permutation,JP_Mkt_Index,0.0
LightGBM,20,permutation,MA_gap_20,-6.90340357980946e-06
LightGBM,20,permutation,MA_gap_5,-1.8972959725592898e-07
LightGBM,20,permutation,MA_gap_60,-0.00015944963984706383
LightGBM,20,permutation,Output_Gap,-8.844179389536194e-05
LightGBM,20,permutation,UK_10Y,0.00011454139995387755
LightGBM,20,permutation,UK_3M,2.7442156183600388e-05
LightGBM,20,permutation,UK_Mkt_Index,0.0
LightGBM,20,permutation,UK_TermSpread,7.016620433212815e-06
LightGBM,20,permutation,USD_CNY,3.2763685743901072e-09
LightGBM,20,permutation,USD_EUR,0.0
LightGBM,20,permutation,USD_Futures,0.0
LightGBM,20,permutation,USD_GBP,0.0
LightGBM,20,permutation,USD_JPY,0.0
LightGBM,20,permutation,US_10Y,4.7968310435004145e-05
LightGBM,20,permutation,US_3M,-3.760036414503438e-06
LightGBM,20,permutation,US_CPI,-1.82057050778863e-05
LightGBM,20,permutation,US_Mkt_Index,0.0
LightGBM,20,permutation,US_TermSpread,-5.209501668514382e-05
LightGBM,20,permutation,VIX,-4.368366727674795e-05
LightGBM,20,permutation,WTI,0.0
LightGBM,20,permutation,ret_lag_1,0.0
LightGBM,20,permutation,ret_lag_10,0.0
LightGBM,20,permutation,ret_lag_2,7.470937430222448e-08
LightGBM,20,permutation,ret_lag_20,0.0
LightGBM,20,permutation,ret_lag_5,0.0
LightGBM,20,treeshap_lgbm,BBW_20,0.00022676333263467637
LightGBM,20,treeshap_lgbm,BBW_5,3.4127158513471047e-05
LightGBM,20,treeshap_lgbm,BBW_60,0.0005410359516040806
LightGBM,20,treeshap_lgbm,CN_10Y,0.000487914687755667
LightGBM,20,treeshap_lgbm,CN_CPI,0.00045423858070648565
LightGBM,20,treeshap_lgbm,CN_Mkt_Index,8.271079912537312e-07
LightGBM,20,treeshap_lgbm,EPU_D,0.0
LightGBM,20,treeshap_lgbm,Euro_CPI,0.0005850947466560764
LightGBM,20,treeshap_lgbm,GDP,0.00026618635230301593
LightGBM,20,treeshap_lgbm,GER_10Y,0.0003798427774733309
LightGBM,20,treeshap_lgbm,GER_3M,0.0003295634168257387
LightGBM,20,treeshap_lgbm,GER_Mkt_Index,0.0
LightGBM,20,treeshap_lgbm,GER_TermSpread,0.000298463562846803
LightGBM,20,treeshap_lgbm,GOLD,4.393728496124174e-07
LightGBM,20,treeshap_lgbm,HK_Mkt_Index,2.190650198871239e-08
LightGBM,20,treeshap_lgbm,JP_10Y,0.00022243513022477508
LightGBM,20,treeshap_lgbm,JP_CPI,0.00601645802647099
LightGBM,20,treeshap_lgbm,JP_Mkt_Index,3.7860388933169204e-08
LightGBM,20,treeshap_lgbm,MA_gap_20,0.00024575571165951843
LightGBM,20,treeshap_lgbm,MA_gap_5,3.889606349025811e-06
LightGBM,20,treeshap_lgbm,MA_gap_60,0.0008677902517574245
LightGBM,20,treeshap_lgbm,Output_Gap,0.000831743690518932
LightGBM,20,treeshap_lgbm,UK_10Y,0.0013739070057767052
LightGBM,20,treeshap_lgbm,UK_3M,0.000395945747619027
LightGBM,20,treeshap_lgbm,UK_Mkt_Index,5.645723455448792e-09
LightGBM,20,treeshap_lgbm,UK_TermSpread,0.0004940964081507017
LightGBM,20,treeshap_lgbm,USD_CNY,5.252374849537478e-07
LightGBM,20,treeshap_lgbm,USD_EUR,6.436905364420493e-09
LightGBM,20,treeshap_lgbm,USD_Futures,5.34143664488504e-09
LightGBM,20,treeshap_lgbm,USD_GBP,0.0
LightGBM,20,treeshap_lgbm,USD_JPY,5.0650844601183394e-09
LightGBM,20,treeshap_lgbm,US_10Y,0.0005969604485750706
LightGBM,20,treeshap_lgbm,US_3M,0.002537396782851313
LightGBM,20,treeshap_lgbm,US_CPI,0.0019061680755771133
LightGBM,20,treeshap_lgbm,US_Mkt_Index,0.0
LightGBM,20,treeshap_lgbm,US_TermSpread,0.0007688257870547992
LightGBM,20,treeshap_lgbm,VIX,0.0002770648874211146
LightGBM,20,treeshap_lgbm,WTI,2.6618906514683065e-08
LightGBM,20,treeshap_lgbm,ret_lag_1,4.4250585225792296e-08
LightGBM,20,treeshap_lgbm,ret_lag_10,0.0
LightGBM,20,treeshap_lgbm,ret_lag_2,2.69666937810373e-07
LightGBM,20,treeshap_lgbm,ret_lag_20,9.012742882006343e-08
LightGBM,20,treeshap_lgbm,ret_lag_5,0.0
RandomForest,1,permutation,BBW_20,-2.0356215953789242e-07
RandomForest,1,permutation,BBW_5,-7.325534631390498e-07
RandomForest,1,permutation,BBW_60,5.249215686381349e-09
RandomForest,1,permutation,CN_10Y,-8.518312444690017e-08
RandomForest,1,permutation,CN_CPI,1.1573737697628057e-07
RandomForest,1,permutation,CN_Mkt_Index,-6.737876418208742e-07
RandomForest,1,permutation,EPU_D,-1.6551494879459455e-08
RandomForest,1,permutation,Euro_CPI,-7.1568458977169225e-09
RandomForest,1,permutation,GDP,5.516275894889221e-08
RandomForest,1,permutation,GER_10Y,9.410019977086897e-08
RandomForest,1,permutation,GER_3M,-1.3669386136919955e-07
RandomForest,1,permutation,GER_Mkt_Index,4.6641785616248434e-07
RandomForest,1,permutation,GER_TermSpread,1.8686981807726077e-08
RandomForest,1,permutation,GOLD,3.0646860951109275e-07
RandomForest,1,permutation,HK_Mkt_Index,-1.5658379821299732e-06
RandomForest,1,permutation,JP_10Y,4.990413148891455e-09
RandomForest,1,permutation,JP_CPI,-8.985977617046573e-07
RandomForest,1,permutation,JP_Mkt_Index,-1.5638887406032916e-07
RandomForest,1,permutation,MA_gap_20,-1.78866653035567e-08
RandomForest,1,permutation,MA_gap_5,-2.3842195820885116e-07
RandomForest,1,permutation,MA_gap_60,9.303741724344355e-07
RandomForest,1,permutation,Output_Gap,-3.3981435390915444e-09
RandomForest,1,permutation,UK_10Y,4.600124170576098e-08
RandomForest,1,permutation,UK_3M,2.0323597837867022e-07
RandomForest,1,permutation,UK_Mkt_Index,4.472899369225576e-07
RandomForest,1,permutation,UK_TermSpread,3.756736333644144e-07
RandomForest,1,permutation,USD_CNY,4.387424158556936e-07
RandomForest,1,permutation,USD_EUR,2.09685497417951e-06
RandomForest,1,permutation,USD_Futures,-4.672511065694081e-07
RandomForest,1,permutation,USD_GBP,5.696885206348239e-06
RandomForest,1,permutation,USD_JPY,-3.303410554906926e-07
RandomForest,1,permutation,US_10Y,-1.683491010258846e-07
RandomForest,1,permutation,US_3M,-3.6766021812439066e-08
RandomForest,1,permutation,US_CPI,-1.0271969123151749e-07
RandomForest,1,permutation,US_Mkt_Index,2.0422230873519835e-05
RandomForest,1,permutation,US_TermSpread,2.440578086567304e-09
RandomForest,1,permutation,VIX,-2.476367677498984e-07
RandomForest,1,permutation,WTI,8.376316735382123e-08
RandomForest,1,permutation,ret_lag_1,2.2835532683594074e-06
RandomForest,1,permutation,ret_lag_10,9.941457774780295e-08
RandomForest,1,permutation,ret_lag_2,-3.8146490712585924e-07
RandomForest,1,permutation,ret_lag_20,-1.7979408227184095e-06
RandomForest,1,permutation,ret_lag_5,-4.2864125556339396e-07
RandomForest,5,permutation,BBW_20,-1.694380616387203e-06
RandomForest,5,permutation,BBW_5,-4.050053771000509e-06
RandomForest,5,permutation,BBW_60,4.101164479807562e-06
RandomForest,5,permutation,CN_10Y,-1.4710256624693845e-06
RandomForest,5,permutation,CN_CPI,4.6945441842520904e-06
RandomForest,5,permutation,CN_Mkt_Index,-5.29342464630021e-07
RandomForest,5,permutation,EPU_D,-2.4211640713602533e-07
RandomForest,5,permutation,Euro_CPI,-1.7974121282782561e-06
RandomForest,5,permutation,GDP,-2.099036607697669e-06
RandomForest,5,permutation,GER_10Y,-3.1481317317856218e-06
RandomForest,5,permutation,GER_3M,1.6932678198481423e-06
RandomForest,5,permutation,GER_Mkt_Index,-8.325335729433555e-07
RandomForest,5,permutation,GER_TermSpread,3.8323932326211277e-07
RandomForest,5,permutation,GOLD,-4.7404575227385194e-08
RandomForest,5,permutation,HK_Mkt_Index,3.5726171404481357e-06
RandomForest,5,permutation,JP_10Y,3.625137298838933e-07
RandomForest,5,permutation,JP_CPI,-2.803732173906533e-05
RandomForest,5,permutation,JP_Mkt_Index,2.414424226869278e-07
RandomForest,5,permutation,MA_gap_20,-2.6661248851206477e-06
RandomForest,5,permutation,MA_gap_5,-8.882453881281599e-08
RandomForest,5,permutation,MA_gap_60,3.4219857103719297e-06
RandomForest,5,permutation,Output_Gap,-1.343919498895337e-06
RandomForest,5,permutation,UK_10Y,-8.783743816799195e-06
RandomForest,5,permutation,UK_3M,2.2528259928237134e-06
RandomForest,5,permutation,UK_Mkt_Index,-5.376450258492532e-06
RandomForest,5,permutation,UK_TermSpread,-1.0097153490311036e-06
RandomForest,5,permutation,USD_CNY,-7.002676615851741e-07
RandomForest,5,permutation,USD_EUR,2.1040662680070862e-07
RandomForest,5,permutation,USD_Futures,7.913194438969259e-07
RandomForest,5,permutation,USD_GBP,-1.3847711668184092e-06
RandomForest,5,permutation,USD_JPY,-1.3375457780154028e-06
RandomForest,5,permutation,US_10Y,-3.377598255817431e-05
RandomForest,5,permutation,US_3M,2.2910775523337694e-06
RandomForest,5,permutation,US_CPI,1.9614629754505118e-07
RandomForest,5,permutation,US_Mkt_Index,-4.577903679158884e-06
RandomForest,5,permutation,US_TermSpread,4.006789394610933e-06
RandomForest,5,permutation,VIX,-1.0054940037574155e-05
RandomForest,5,permutation,WTI,-1.9527438495080564e-06
RandomForest,5,permutation,ret_lag_1,-1.9874064349328475e-07
RandomForest,5,permutation,ret_lag_10,-6.413548892795488e-07
RandomForest,5,permutation,ret_lag_2,-7.900109348125961e-07
RandomForest,5,permutation,ret_lag_20,-1.1338820596645957e-06
RandomForest,5,permutation,ret_lag_5,-2.3286059778740318e-07
RandomForest,10,permutation,BBW_20,-1.3828039335456467e-05
RandomForest,10,permutation,BBW_5,8.756861920560744e-06
RandomForest,10,permutation,BBW_60,5.7855125900676245e-05
RandomForest,10,permutation,CN_10Y,3.2020272737501787e-06
RandomForest,10,permutation,CN_CPI,2.022027417817363e-05
RandomForest,10,permutation,CN_Mkt_Index,-2.438427686390309e-07
RandomForest,10,permutation,EPU_D,-2.818478874323418e-07
RandomForest,10,permutation,Euro_CPI,-2.8098869059305612e-06
RandomForest,10,permutation,GDP,-3.1408163537154855e-05
RandomForest,10,permutation,GER_10Y,-7.181834653837519e-06
RandomForest,10,permutation,GER_3M,-2.7281626304830316e-05
RandomForest,10,permutation,GER_Mkt_Index,4.665911314827917e-07
RandomForest,10,permutation,GER_TermSpread,7.449592294865206e-06
RandomForest,10,permutation,GOLD,3.9108289035361686e-07
RandomForest,10,permutation,HK_Mkt_Index,1.1033435393847672e-06
RandomForest,10,permutation,JP_10Y,7.85486839098575e-06
RandomForest,10,permutation,JP_CPI,-8.647961034843048e-05
RandomForest,10,permutation,JP_Mkt_Index,2.9032300075082996e-07
RandomForest,10,permutation,MA_gap_20,-5.309749653020807e-06
RandomForest,10,permutation,MA_gap_5,2.6501641420903257e-06
RandomForest,10,permutation,MA_gap_60,5.962591211849775e-06
RandomForest,10,permutation,Output_Gap,1.0841564803107516e-06
RandomForest,10,permutation,UK_10Y,-1.1336384396643715e-05
RandomForest,10,permutation,UK_3M,2.2343040074265486e-05
RandomForest,10,permutation,UK_Mkt_Index,-4.069980609821604e-07
RandomForest,10,permutation,UK_TermSpread,1.3665393821496837e-05
RandomForest,10,permutation,USD_CNY,3.5490864465279834e-07
RandomForest,10,permutation,USD_EUR,2.462948151325749e-07
RandomForest,10,permutation,USD_Futures,-1.1518998447592399e-07
RandomForest,10,permutation,USD_GBP,-7.54902692017376e-08
RandomForest,10,permutation,USD_JPY,-2.2524921149209579e-07
RandomForest,10,permutation,US_10Y,-0.00013246557826891733
RandomForest,10,permutation,US_3M,7.834483157812758e-06
RandomForest,10,permutation,US_CPI,6.199479276712906e-06
RandomForest,10,permutation,US_Mkt_Index,-8.154203476463894e-07
RandomForest,10,permutation,US_TermSpread,-4.231759468751447e-06
RandomForest,10,permutation,VIX,-1.963979697780617e-05
RandomForest,10,permutation,WTI,5.18426003390999e-07
RandomForest,10,permutation,ret_lag_1,4.3861688616877626e-07
RandomForest,10,permutation,ret_lag_10,-9.716399574153686e-08
RandomForest,10,permutation,ret_lag_2,1.280768694723624e-06
RandomForest,10,permutation,ret_lag_20,4.141522134953815e-07
RandomForest,10,permutation,ret_lag_5,1.3621653186528774e-06
RandomForest,20,permutation,BBW_20,8.278635999283297e-06
RandomForest,20,permutation,BBW_5,-5.866010216410739e-06
RandomForest,20,permutation,BBW_60,6.008176073727814e-05
RandomForest,20,permutation,CN_10Y,1.0570561888919782e-05
RandomForest,20,permutation,CN_CPI,2.7078929233139583e-05
RandomForest,20,permutation,CN_Mkt_Index,1.3652789187877283e-07
RandomForest,20,permutation,EPU_D,1.9955761515618385e-07
RandomForest,20,permutation,Euro_CPI,2.9478503889171438e-05
RandomForest,20,permutation,GDP,-6.501644334730528e-05
RandomForest,20,permutation,GER_10Y,-1.100939656486984e-05
RandomForest,20,permutation,GER_3M,3.320285622200969e-05
RandomForest,20,permutation,GER_Mkt_Index,-7.187641976434284e-07
RandomForest,20,permutation,GER_TermSpread,8.202169811559139e-06
RandomForest,20,permutation,GOLD,-1.267376281922935e-06
RandomForest,20,permutation,HK_Mkt_Index,5.640506567342577e-07
RandomForest,20,permutation,JP_10Y,6.492220413686621e-06
RandomForest,20,permutation,JP_CPI,-0.00020866111617231974
RandomForest,20,permutation,JP_Mkt_Index,-5.069774546272466e-07
RandomForest,20,permutation,MA_gap_20,-3.7412200697648855e-05
RandomForest,20,permutation,MA_gap_5,1.0019106449400908e-07
RandomForest,20,permutation,MA_gap_60,2.6243639410537914e-05
RandomForest,20,permutation,Output_Gap,-2.0523847952494353e-05
RandomForest,20,permutation,UK_10Y,-1.5305509044946576e-05
RandomForest,20,permutation,UK_3M,6.951617461913277e-05
RandomForest,20,permutation,UK_Mkt_Index,-1.1307624954008965e-06
RandomForest,20,permutation,UK_TermSpread,3.1666057646185885e-05
RandomForest,20,permutation,USD_CNY,-1.0100124749781668e-06
RandomForest,20,permutation,USD_EUR,-8.602791985825654e-07
RandomForest,20,permutation,USD_Futures,3.214175101974094e-07
RandomForest,20,permutation,USD_GBP,-5.244888079386745e-07
RandomForest,20,permutation,USD_JPY,-4.420376323803581e-07
RandomForest,20,permutation,US_10Y,0.00014668400811958943
RandomForest,20,permutation,US_3M,1.0859337373956738e-05
RandomForest,20,permutation,US_CPI,2.0205572319184497e-05
RandomForest,20,permutation,US_Mkt_Index,9.876893284073842e-07
RandomForest,20,permutation,US_TermSpread,-1.5783675508389864e-05
RandomForest,20,permutation,VIX,1.4581733810721034e-05
RandomForest,20,permutation,WTI,-3.86301168926533e-07
RandomForest,20,permutation,ret_lag_1,2.04187114078115e-07
RandomForest,20,permutation,ret_lag_10,-2.6974762116997504e-07
RandomForest,20,permutation,ret_lag_2,-2.2406011543727274e-07
RandomForest,20,permutation,ret_lag_20,7.24782422293804e-07
RandomForest,20,permutation,ret_lag_5,3.691730086270548e-07
Ridge,1,permutation,BBW_20,-3.9715395042235965e-07
Ridge,1,permutation,BBW_5,-5.340148804312931e-06
Ridge,1,permutation,BBW_60,8.903170989546634e-07
Ridge,1,permutation,CN_10Y,-1.5680170301220613e-06
Ridge,1,permutation,CN_CPI,-1.4217681008106628e-07
Ridge,1,permutation,CN_Mkt_Index,4.859018515022514e-06
Ridge,1,permutation,EPU_D,-1.055992233088186e-06
Ridge,1,permutation,Euro_CPI,2.1398215490246846e-05
Ridge,1,permutation,GDP,-5.282831177080064e-07
Ridge,1,permutation,GER_10Y,1.919247049177229e-06
Ridge,1,permutation,GER_3M,3.398373174321881e-07
Ridge,1,permutation,GER_Mkt_Index,2.77887525545709e-06
Ridge,1,permutation,GER_TermSpread,1.3219875401187404e-06
Ridge,1,permutation,GOLD,1.660946713864959e-06
Ridge,1,permutation,HK_Mkt_Index,-7.814892745630896e-06
Ridge,1,permutation,JP_10Y,-1.768778010488323e-06
Ridge,1,permutation,JP_CPI,-7.255328516496418e-06
Ridge,1,permutation,JP_Mkt_Index,-1.49361707628845e-06
Ridge,1,permutation,MA_gap_20,1.2532869620160388e-06
Ridge,1,permutation,MA_gap_5,1.6347305615303505e-05
Ridge,1,permutation,MA_gap_60,6.298568672030504e-06
Ridge,1,permutation,Output_Gap,-1.1500767498325277e-07
Ridge,1,permutation,UK_10Y,-1.7765823390278314e-06
Ridge,1,permutation,UK_3M,3.056376583902941e-07
Ridge,1,permutation,UK_Mkt_Index,-3.37753347264526e-07
Ridge,1,permutation,UK_TermSpread,-1.3560020152759498e-06
Ridge,1,permutation,USD_CNY,2.8994159190797645e-07
Ridge,1,permutation,USD_EUR,0.0002996488496006767
Ridge,1,permutation,USD_Futures,0.00019397795197632575
Ridge,1,permutation,USD_GBP,1.7784432613382554e-05
Ridge,1,permutation,USD_JPY,3.210454932190584e-05
Ridge,1,permutation,US_10Y,8.137944775223853e-07
Ridge,1,permutation,US_3M,1.2229083669848126e-06
Ridge,1,permutation,US_CPI,6.968816337188764e-06
Ridge,1,permutation,US_Mkt_Index,4.145785152503878e-05
Ridge,1,permutation,US_TermSpread,-5.417396277680675e-07
Ridge,1,permutation,VIX,4.5088453530997945e-06
Ridge,1,permutation,WTI,4.582648022186489e-07
Ridge,1,permutation,ret_lag_1,8.716310533362711e-05
Ridge,1,permutation,ret_lag_10,2.5653221672954615e-06
Ridge,1,permutation,ret_lag_2,-4.862828219161547e-06
