feature,importance
US_CPI,1.270972983085858e-05
UK_3M,9.727200384918033e-06
GER_10Y,8.734088597799061e-06
CN_Mkt_Index,5.507016350964067e-06
ret_lag_20,4.272225099643395e-06
GDP,3.832998197322163e-06
GER_TermSpread,3.013191475054189e-06
ret_lag_1,1.2935275979439331e-06
BBW_5,1.1961355418331487e-06
ret_lag_10,1.115664683616624e-06
USD_EUR,1.1128282091169006e-06
USD_JPY,7.433765002902437e-07
US_3M,7.297542653772471e-07
VIX,2.23888492380947e-07
GER_Mkt_Index,5.122399636750541e-08
EPU_D,-1.3659201366852947e-07
GOLD,-1.67958903549148e-07
ret_lag_5,-1.8511214817246158e-07
Output_Gap,-5.938471558213088e-07
US_Mkt_Index,-6.585038865893067e-07
USD_CNY,-6.883504924670714e-07
BBW_60,-7.246011753288262e-07
UK_Mkt_Index,-8.288259069379189e-07
WTI,-1.400491261599468e-06
USD_GBP,-1.5521709510295245e-06
HK_Mkt_Index,-1.8581262099942597e-06
USD_Futures,-2.08952121589015e-06
BBW_20,-2.115638981062956e-06
MA_gap_60,-2.2258866499910712e-06
US_10Y,-2.705093216797544e-06
JP_Mkt_Index,-2.815142290807371e-06
MA_gap_5,-2.8354984448093756e-06
ret_lag_2,-2.9333034035385064e-06
GER_3M,-3.610242516400436e-06
Euro_CPI,-5.885406303571261e-06
UK_TermSpread,-6.581686702353262e-06
CN_CPI,-9.425916884818475e-06
MA_gap_20,-9.591146499027953e-06
CN_10Y,-1.2241609163222977e-05
JP_CPI,-1.4786080821921344e-05
US_TermSpread,-1.8727283697863445e-05
JP_10Y,-2.389071592025574e-05
UK_10Y,-2.9854688287030834e-05
