feature,importance
Euro_CPI,0.007598045971398104
GER_TermSpread,0.0065525603589156375
US_CPI,0.005873122216386216
BBW_60,0.004201366871825011
GER_3M,0.004001512745597123
UK_TermSpread,0.0036046348499895273
US_10Y,0.003098305458327571
UK_3M,0.002975637469733285
MA_gap_20,0.0029752304334655297
MA_gap_5,0.0026490077340628644
USD_EUR,0.002624317858290823
JP_10Y,0.0026051282935899787
USD_CNY,0.0025799232978226047
VIX,0.0025758702706208843
MA_gap_60,0.002500075150416064
US_3M,0.0024667615481881785
UK_10Y,0.002438766074344779
US_TermSpread,0.0024367995681673377
ret_lag_1,0.0024236511286890583
HK_Mkt_Index,0.002340023823334581
GER_10Y,0.002281984181255154
BBW_20,0.0022616344081363045
USD_Futures,0.002256850388758405
ret_lag_20,0.002158151116376409
USD_GBP,0.002147239387326765
JP_Mkt_Index,0.0020970681514075554
CN_10Y,0.0020705706341094168
ret_lag_10,0.0019561824867614912
US_Mkt_Index,0.001906990105154627
BBW_5,0.0018710770856968668
GER_Mkt_Index,0.0017492482419972973
EPU_D,0.0016727455345795852
USD_JPY,0.0016340016443469833
JP_CPI,0.0014476935883778134
WTI,0.0014437765462801556
ret_lag_5,0.00143793439018953
ret_lag_2,0.0014354254604690645
GDP,0.0013621524865954793
GOLD,0.0012931100698333527
UK_Mkt_Index,0.0011593747347979563
CN_CPI,0.0010915816211641248
CN_Mkt_Index,0.0008759188043148663
Output_Gap,0.00032308605856458394
