feature,importance
US_CPI,0.0148673857416312
Euro_CPI,0.010844324662138164
GER_3M,0.006371226557557756
VIX,0.004986082792067418
BBW_60,0.004616242388576724
UK_3M,0.004604726375379542
GER_TermSpread,0.003810875926127064
US_3M,0.003518767970972723
BBW_20,0.0029868851630341312
MA_gap_60,0.002567724052115054
MA_gap_5,0.0019927572071247387
MA_gap_20,0.0018910036799813755
USD_EUR,0.0017547699944251254
JP_10Y,0.0017441574242697596
UK_TermSpread,0.0015155799670778253
UK_10Y,0.0013443519846972358
US_10Y,0.0013293507815276741
US_TermSpread,0.0012609391235665398
ret_lag_20,0.0012135934145389281
BBW_5,0.0011432935845811232
USD_CNY,0.0010384689424014163
HK_Mkt_Index,0.0010208799852148495
USD_Futures,0.0010033414155403274
USD_JPY,0.000964366848103233
ret_lag_5,0.0009454187329475949
GER_10Y,0.0009157040417473155
EPU_D,0.0009101617247389612
ret_lag_1,0.0008519524487237418
US_Mkt_Index,0.00077307534919859
GOLD,0.0007696244330161698
JP_CPI,0.0007669543174393251
CN_10Y,0.0007515697409386807
ret_lag_2,0.0006409419284922387
ret_lag_10,0.000558677674495734
GDP,0.000493176825245115
WTI,0.0004775220353339868
JP_Mkt_Index,0.0004716513047492831
CN_CPI,0.0004568077138383392
CN_Mkt_Index,0.0004109471632724772
UK_Mkt_Index,0.0003839705281173979
GER_Mkt_Index,0.0003343669127681692
Output_Gap,0.0002797958149115213
USD_GBP,0.00022534553059166788
