feature,importance
USD_EUR,8.61691e-05
US_Mkt_Index,8.311383e-05
US_CPI,5.731678e-05
JP_CPI,4.8137368e-05
Euro_CPI,3.6274483e-05
ret_lag_1,3.1073538e-05
CN_CPI,2.9757215e-05
JP_Mkt_Index,2.9026116e-05
USD_Futures,2.412444e-05
VIX,2.0716623e-05
US_TermSpread,1.836567e-05
MA_gap_5,1.816901e-05
US_10Y,1.5053888e-05
ret_lag_2,1.41364235e-05
MA_gap_20,1.4039999e-05
BBW_20,1.347721e-05
ret_lag_5,1.2785416e-05
USD_GBP,1.1897703e-05
USD_CNY,1.1856222e-05
GER_Mkt_Index,1.1321585e-05
MA_gap_60,1.0330221e-05
WTI,7.82354e-06
BBW_60,7.163986e-06
ret_lag_20,6.366996e-06
GER_10Y,6.2008603e-06
HK_Mkt_Index,5.452596e-06
ret_lag_10,5.1296847e-06
US_3M,4.662781e-06
EPU_D,4.218461e-06
BBW_5,3.9269235e-06
GER_3M,3.768878e-06
UK_10Y,3.7434359e-06
GER_TermSpread,3.3735223e-06
GOLD,2.973096e-06
JP_10Y,2.9535656e-06
UK_Mkt_Index,2.7194164e-06
CN_Mkt_Index,2.610487e-06
Output_Gap,2.1422927e-06
UK_TermSpread,1.7281889e-06
UK_3M,1.1510057e-06
USD_JPY,9.34348e-07
GDP,5.1933966e-07
CN_10Y,7.3774615e-08
