feature,importance
Euro_CPI,0.0002071745385033661
US_CPI,0.00019841559583141412
JP_CPI,0.0001591857223026353
BBW_20,9.056101862603069e-05
MA_gap_20,6.19750142953953e-05
US_10Y,5.512414200206303e-05
VIX,3.156540278402044e-05
CN_CPI,2.3609721786829047e-05
Output_Gap,1.96934809106996e-05
US_TermSpread,1.7504554487761045e-05
UK_10Y,1.5188958698883481e-05
MA_gap_60,1.4208215977853586e-05
US_3M,1.3637424081449148e-05
CN_10Y,6.215776892708538e-06
GER_TermSpread,5.63722284024383e-06
JP_10Y,4.314099551271794e-06
BBW_5,3.3085840297365082e-06
JP_Mkt_Index,2.8863314890468367e-06
UK_TermSpread,2.820989963176271e-06
GDP,2.6859008614085744e-06
HK_Mkt_Index,1.9886654688897054e-06
USD_Futures,1.8115513303294806e-06
GER_Mkt_Index,1.7361292293099906e-06
UK_3M,1.5363897508616914e-06
GER_10Y,1.076252759050697e-06
GER_3M,1.043688658533895e-06
MA_gap_5,9.8399263884566e-07
GOLD,5.596032964308439e-07
ret_lag_1,4.65080047914318e-07
UK_Mkt_Index,3.9238850423582716e-07
WTI,3.8770727699664886e-07
USD_EUR,1.7016964264961187e-07
BBW_60,1.9488652849494748e-08
USD_CNY,0.0
USD_JPY,0.0
ret_lag_5,0.0
ret_lag_10,0.0
EPU_D,0.0
CN_Mkt_Index,0.0
ret_lag_2,-1.7154880802873473e-07
ret_lag_20,-4.4626973188209573e-07
USD_GBP,-7.13059356938911e-07
US_Mkt_Index,-5.4430931687773215e-06
