feature,importance
US_CPI,0.001391607462287432
JP_CPI,0.0011020024522596591
BBW_20,0.0006714990046933978
MA_gap_20,0.0005254050602228428
Euro_CPI,0.0004997612723434707
MA_gap_60,0.0004711462371661809
BBW_60,0.00042326403311997857
VIX,0.00039317093433575913
Output_Gap,0.00038155401648023014
US_TermSpread,0.0003802993657544532
ret_lag_1,0.0003660723784984361
US_10Y,0.00034595270230395225
UK_TermSpread,0.00022358611459706928
CN_CPI,0.00021509355724756658
UK_3M,0.00020576250395286816
US_3M,0.00020397420136837865
UK_10Y,0.0001944963537875335
USD_EUR,0.00018534895818132142
GER_TermSpread,0.0001843176263419426
CN_10Y,0.0001803544443577662
MA_gap_5,0.0001631184189225842
ret_lag_2,0.00010677648408885052
HK_Mkt_Index,9.879343949771254e-05
JP_10Y,9.641162851439775e-05
BBW_5,9.040745803769637e-05
GER_10Y,8.979456254731178e-05
USD_Futures,7.698298859450174e-05
GOLD,7.489550179689757e-05
GDP,7.337285462356841e-05
USD_GBP,7.078369330251115e-05
UK_Mkt_Index,6.772071066789645e-05
GER_Mkt_Index,6.590755662847528e-05
US_Mkt_Index,6.020426424143267e-05
JP_Mkt_Index,5.588808051725316e-05
ret_lag_5,4.8578209408293306e-05
WTI,4.408678758010037e-05
GER_3M,4.3387980259421144e-05
USD_JPY,4.018474174596625e-05
USD_CNY,3.125168464977888e-05
ret_lag_20,2.8440486452241494e-05
CN_Mkt_Index,2.6400636757962318e-05
ret_lag_10,1.4244659638247119e-05
EPU_D,1.2911297899918304e-05
