feature,importance
JP_CPI,0.0021624991
US_CPI,0.0020884287
Euro_CPI,0.0013737553
US_10Y,0.0011187424
US_3M,0.0007440333
UK_10Y,0.000717553
CN_CPI,0.00055827736
Output_Gap,0.0004011893
US_TermSpread,0.0003743166
MA_gap_60,0.00027836565
GDP,0.00024756067
JP_10Y,0.0002443906
UK_TermSpread,0.00017615686
CN_10Y,0.00011577644
BBW_60,0.00011221407
VIX,9.7305725e-05
UK_3M,9.093612e-05
BBW_20,8.975512e-05
GER_3M,4.9509927e-05
MA_gap_20,4.084037e-05
GER_10Y,3.695476e-05
GER_TermSpread,1.841893e-05
BBW_5,9.698537e-06
MA_gap_5,1.9909587e-06
GOLD,3.2647165e-07
USD_GBP,1.4548687e-07
USD_EUR,1.1351693e-07
USD_Futures,8.590164e-08
USD_JPY,6.991516e-08
JP_Mkt_Index,0.0
GER_Mkt_Index,0.0
WTI,0.0
USD_CNY,0.0
UK_Mkt_Index,0.0
US_Mkt_Index,0.0
CN_Mkt_Index,0.0
EPU_D,0.0
HK_Mkt_Index,0.0
ret_lag_20,0.0
ret_lag_1,0.0
ret_lag_10,0.0
ret_lag_5,0.0
ret_lag_2,0.0
