feature,importance
JP_CPI,0.00063773454
US_CPI,0.0004691674
BBW_20,0.0002831871
US_10Y,0.00024165436
US_TermSpread,0.00021654386
Euro_CPI,0.00018108652
CN_CPI,0.0001488054
UK_10Y,0.00014138015
US_3M,9.777963e-05
BBW_60,8.192628e-05
MA_gap_20,6.565382e-05
VIX,6.5215885e-05
MA_gap_60,4.733975e-05
Output_Gap,4.1245698e-05
UK_TermSpread,3.4738012e-05
GER_3M,3.4576475e-05
GDP,2.4340861e-05
UK_3M,2.223125e-05
GER_TermSpread,2.2171505e-05
JP_10Y,2.0151507e-05
CN_10Y,1.26190735e-05
GER_10Y,1.0670021e-05
WTI,8.376213e-06
GOLD,6.607891e-06
USD_GBP,6.3810585e-06
US_Mkt_Index,6.3740213e-06
HK_Mkt_Index,6.0478656e-06
UK_Mkt_Index,5.7409316e-06
BBW_5,5.6837584e-06
ret_lag_20,3.8662474e-06
JP_Mkt_Index,3.1016011e-06
ret_lag_1,3.0115643e-06
GER_Mkt_Index,2.0761063e-06
MA_gap_5,1.836553e-06
EPU_D,1.7069954e-06
USD_Futures,9.820792e-07
USD_CNY,8.8450554e-07
USD_EUR,6.583583e-07
ret_lag_2,6.481826e-07
USD_JPY,3.1252736e-07
CN_Mkt_Index,9.8973715e-08
ret_lag_5,6.6878876e-08
ret_lag_10,5.7438868e-08
