feature,importance
USD_Futures,-1.73E-18
USD_GBP,-1.73E-18
USD_EUR,-1.73E-18
USD_JPY,-1.73E-18
USD_CNY,-1.73E-18
GOLD,-1.73E-18
WTI,-1.73E-18
US_Mkt_Index,-1.73E-18
UK_Mkt_Index,-1.73E-18
GER_Mkt_Index,-1.73E-18
JP_Mkt_Index,-1.73E-18
CN_Mkt_Index,-1.73E-18
HK_Mkt_Index,-1.73E-18
VIX,-1.73E-18
EPU_D,-1.73E-18
US_3M,-1.73E-18
US_10Y,-1.73E-18
UK_3M,-1.73E-18
UK_10Y,-1.73E-18
GER_3M,-1.73E-18
GER_10Y,-1.73E-18
JP_10Y,-1.73E-18
CN_10Y,-1.73E-18
MA_gap_5,-1.73E-18
BBW_5,-1.73E-18
MA_gap_20,-1.73E-18
BBW_20,-1.73E-18
MA_gap_60,-1.73E-18
BBW_60,-1.73E-18
ret_lag_1,-1.73E-18
ret_lag_2,-1.73E-18
ret_lag_5,-1.73E-18
ret_lag_10,-1.73E-18
ret_lag_20,-1.73E-18
US_TermSpread,-1.73E-18
UK_TermSpread,-1.73E-18
GER_TermSpread,-1.73E-18
GDP,-1.73E-18
Output_Gap,-1.73E-18
US_CPI,-1.73E-18
Euro_CPI,-1.73E-18
JP_CPI,-1.73E-18
CN_CPI,-1.73E-18
