feature,importance
US_CPI,0.0024007984561573194
Euro_CPI,0.002284753234386561
GER_3M,0.0021289253328942645
GER_TermSpread,0.0020242739964851514
MA_gap_5,0.0018054418858740873
BBW_60,0.0017629723667279603
US_10Y,0.0017262304649848063
ret_lag_1,0.0017155542489517839
JP_Mkt_Index,0.0015884564109061756
UK_10Y,0.0015794467438240926
USD_GBP,0.0015785993726999317
ret_lag_10,0.0015378309506757434
BBW_20,0.0015291539021755705
USD_CNY,0.0015119585537124863
UK_3M,0.0014218001623188137
US_TermSpread,0.0013734234216420064
BBW_5,0.0013620512475943612
US_3M,0.0013003477181872947
MA_gap_60,0.0012398540203053272
HK_Mkt_Index,0.001213310013104249
VIX,0.001205626684774811
MA_gap_20,0.0011194804844882871
EPU_D,0.0011145784210244633
USD_EUR,0.0010694180729652995
GER_10Y,0.0010488479743932314
ret_lag_20,0.0010410585875180248
US_Mkt_Index,0.0010064083362601641
USD_Futures,0.0009859459266190196
UK_TermSpread,0.0009585693257567404
ret_lag_2,0.0009530952643190191
ret_lag_5,0.0009034570883550714
JP_10Y,0.0008925163811619469
USD_JPY,0.0008641340852584382
WTI,0.0008312925904577842
CN_10Y,0.0007889101504902282
GOLD,0.0007640703864734161
GER_Mkt_Index,0.0007558862386939334
UK_Mkt_Index,0.0006980525143189566
JP_CPI,0.0006661076094558963
GDP,0.0005079736543821857
CN_CPI,0.00041348141143919374
CN_Mkt_Index,0.00026682247410431993
Output_Gap,8.265615955694618e-05
